latitude,longitude,GRIDCODE
32.27709,3.98876,201.0
32.55444,3.17097,201.0
35.81042,-0.23885,210.0
35.80888,-0.23349,210.0
35.80746,-0.23939,210.0
36.49315,2.47194,150.0
35.3498,5.76297,200.0
36.52388,5.63719,30.0
36.7462,6.25477,30.0
35.61746,-0.98572,20.0
35.61503,-0.98777,20.0
36.87265,6.97975,190.0
36.78983,7.69836,190.0
36.7475,6.2548,30.0
36.76164,7.30887,150.0
36.79249,7.70397,190.0
36.74776,6.25107,30.0
36.88007,6.94566,150.0
36.88057,6.93878,200.0
36.74802,6.24734,30.0
34.98257,5.71199,200.0
35.34882,5.75805,200.0
35.34855,5.76178,200.0
35.34979,5.76043,200.0
35.23333,8.17087,200.0
35.81104,-0.23867,210.0
35.8112,-0.24718,210.0
35.81137,-0.25554,190.0
35.81153,-0.26385,190.0
35.80728,-0.26273,190.0
35.81431,-0.25463,190.0
35.81456,-0.27149,190.0
35.81419,-0.24613,210.0
35.81443,-0.26308,190.0
35.8837,4.44547,200.0
36.18261,3.74792,30.0
36.18289,3.74254,20.0
36.18074,5.57122,151.0
36.49173,2.4638,134.0
36.6326,3.23058,30.0
36.43409,6.62216,150.0
36.43441,6.62239,150.0
36.6346,3.227,30.0
36.75026,3.0774,190.0
36.55998,6.76943,30.0
34.9823,5.71583,151.0
35.09827,5.64534,150.0
32.55843,3.16588,200.0
32.55938,3.16743,200.0
32.404,4.00381,200.0
32.40506,4.00518,200.0
32.13778,6.46691,202.0
32.27887,3.98271,201.0
31.96151,5.21441,200.0
31.94126,4.99723,201.0
31.84957,6.04316,201.0
31.84904,6.04963,201.0
31.80211,6.05128,200.0
31.80156,6.05776,200.0
31.79119,6.06301,200.0
31.70917,5.95551,200.0
31.70862,5.96191,200.0
31.6893,6.18483,200.0
31.75397,5.22633,202.0
31.69161,5.80783,200.0
31.66655,6.04794,200.0
31.66601,6.05432,200.0
31.66547,6.0607,200.0
31.66058,6.06,200.0
31.64628,5.99371,200.0
31.59307,5.95348,200.0
33.12795,3.31456,201.0
33.12767,3.31949,200.0
33.06853,3.32911,200.0
29.68723,6.69838,201.0
29.69643,6.69957,201.0
29.69695,6.69415,200.0
29.69591,6.705,201.0
29.69998,6.71103,201.0
29.70051,6.7056,200.0
29.70458,6.71162,201.0
30.25427,8.08243,202.0
30.25731,8.08486,202.0
30.47149,7.02655,202.0
30.47202,7.02121,200.0
30.47257,7.02313,200.0
30.87659,5.63993,201.0
30.88157,5.64052,201.0
30.66321,8.10303,202.0
30.83712,6.56168,201.0
30.83767,6.55591,201.0
30.83886,6.56108,201.0
30.83937,6.5553,201.0
30.97718,5.76215,201.0
31.01068,8.16981,201.0
31.01589,8.16119,202.0
31.05513,8.0325,202.0
31.05944,8.0331,202.0
31.18983,6.78919,201.0
31.19036,6.78352,201.0
31.40842,5.976,202.0
31.40559,5.9766,202.0
31.40612,5.97016,202.0
31.39343,6.94195,202.0
31.39911,6.93135,202.0
33.06883,3.32912,200.0
32.94033,3.23229,200.0
32.93447,3.23178,200.0
32.9339,3.24172,200.0
32.75121,3.17727,200.0
32.74535,3.17676,200.0
32.35846,6.97641,202.0
28.45007,9.13545,201.0
28.61836,7.70834,201.0
28.46723,9.0573,201.0
28.63642,7.53806,201.0
28.63691,7.53338,201.0
28.68584,7.1919,201.0
28.52767,9.11964,201.0
28.52749,9.12127,201.0
28.72357,7.51968,200.0
28.70418,8.93851,201.0
28.7154,8.94609,201.0
28.7131,9.03415,201.0
28.63357,9.78676,201.0
28.73481,9.15388,201.0
28.73522,9.1497,201.0
27.92517,7.85788,201.0
27.76642,9.19107,201.0
27.7653,9.18969,201.0
27.76463,9.19512,201.0
27.75001,9.15398,201.0
27.73505,9.17948,201.0
27.70411,9.17495,201.0
27.40952,8.83818,201.0
28.73729,9.7893,201.0
29.26151,6.49381,201.0
29.27131,6.4895,201.0
27.72525,9.87709,201.0
27.92595,9.25121,201.0
28.15536,8.96653,201.0
28.19977,9.3977,201.0
28.41751,7.54214,201.0
28.47362,7.50769,201.0
28.5639,7.46116,200.0
28.56223,7.51773,201.0
28.56273,7.51311,201.0
28.60312,7.25888,201.0
28.57772,7.65562,201.0
28.57616,7.65628,201.0
28.57664,7.65164,201.0
28.58092,7.65224,201.0
36.87016,6.9856,190.0
36.87794,6.94159,190.0
35.77087,-0.26936,190.0
35.77266,-0.25653,30.0
35.8074,-0.34209,190.0
35.80381,-0.24496,190.0
35.80648,-0.25629,190.0
35.81491,-0.2716,190.0
35.81089,-0.25451,190.0
35.81136,-0.23588,210.0
36.12807,1.24165,190.0
34.98012,5.71537,200.0
34.98382,5.71243,200.0
35.34799,5.76012,200.0
35.88136,4.44508,200.0
36.876,6.94795,190.0
36.78917,7.6983,190.0
36.49303,2.46901,20.0
36.17816,3.74705,150.0
36.62973,3.22975,150.0
36.33598,5.48181,150.0
36.42861,6.62207,150.0
36.42992,6.62313,150.0
36.43166,6.61737,30.0
36.74876,6.25237,30.0
36.74574,6.25495,30.0
36.74751,6.24901,30.0
36.75924,7.30697,150.0
36.87514,6.94562,190.0
32.93859,3.23507,200.0
32.94695,3.22742,201.0
32.14075,6.46531,202.0
33.06838,3.33126,200.0
33.12608,3.3198,200.0
33.12742,3.31487,201.0
35.31218,-1.3442,150.0
35.45808,-0.39948,150.0
35.527,-0.27974,14.0
35.53139,-0.27774,20.0
35.77311,-0.25761,30.0
30.87909,5.63651,201.0
30.87693,5.64396,200.0
30.87614,5.64279,200.0
30.97708,5.75819,201.0
30.97576,5.75897,201.0
31.40181,5.97704,202.0
31.404,5.96963,202.0
31.74823,5.22231,202.0
31.7547,5.22479,202.0
31.59461,5.95415,200.0
31.7512,5.22551,202.0
31.59384,5.95496,200.0
31.64302,5.99099,200.0
31.64971,5.99369,200.0
31.93873,4.9967,201.0
31.66091,6.05746,200.0
31.66314,6.04986,200.0
31.70492,5.95819,200.0
31.64234,5.98989,200.0
31.9433,4.99885,202.0
31.64903,5.99257,200.0
31.66,6.056,200.0
31.66226,6.04844,200.0
31.66903,6.05092,200.0
31.66676,6.05851,200.0
31.70458,5.95698,200.0
32.27385,3.984,201.0
32.55576,3.16621,200.0
31.78481,6.06492,200.0
31.79179,6.06446,200.0
31.80288,6.0524,200.0
32.40053,4.00169,200.0
31.8495,6.04651,200.0
31.849,6.04564,201.0
32.74957,3.17962,200.0
32.9302,3.24278,200.0
32.93287,3.23292,200.0
28.11687,0.30426,201.0
27.80072,0.46132,201.0
27.11956,8.80004,201.0
28.73527,9.79098,201.0
28.57419,7.65583,201.0
28.55741,7.51538,201.0
28.56033,7.46229,200.0
28.59991,7.26161,201.0
28.60098,7.25925,201.0
28.68273,7.1974,201.0
29.70152,6.71694,201.0
29.70182,6.71424,201.0
27.72672,9.88047,201.0
27.75019,9.1538,201.0
27.76268,9.19335,201.0
27.92338,9.25119,201.0
28.19555,9.39925,201.0
27.91968,7.85991,201.0
28.44988,9.13816,201.0
28.44937,9.13564,201.0
30.33386,7.85185,202.0
28.46389,9.05649,201.0
30.66367,8.10385,202.0
30.472,7.02501,200.0
31.6455,5.98963,200.0
31.66492,6.05269,201.0
32.88805,3.44986,201.0
32.55665,3.1706,200.0
30.87421,5.64244,200.0
30.87542,5.64083,200.0
31.18681,6.78688,201.0
31.39597,6.93335,202.0
31.24645,5.91369,202.0
31.32097,6.08889,202.0
31.32143,6.08763,202.0
31.40685,5.97883,202.0
31.40645,5.9772,202.0
31.65355,6.20633,200.0
31.66294,6.06577,200.0
31.6616,6.05991,200.0
35.80737,-0.25775,190.0
35.80454,-0.25989,190.0
35.35057,5.76203,200.0
36.86692,6.98273,190.0
36.87629,6.94701,190.0
36.74709,6.25676,30.0
36.48978,2.47181,20.0
35.80598,-0.25473,190.0
35.81029,-0.23924,210.0
35.80739,-0.24965,190.0
35.80882,-0.25264,190.0
28.24087,-0.0936,201.0
28.24059,-0.09697,201.0
35.80776,-0.25544,190.0
35.809,-0.2337,210.0
35.80802,-0.25092,190.0
36.87906,6.93848,190.0
36.8715,6.97696,190.0
34.98687,5.71312,151.0
35.88274,4.44304,110.0
35.35061,5.75668,200.0
36.86951,6.97764,190.0
35.35375,5.75727,200.0
31.79356,6.06148,200.0
32.36055,6.97794,202.0
32.13966,6.46278,202.0
32.13938,6.46874,202.0
31.85277,6.04054,200.0
31.85248,6.04686,201.0
31.80055,6.0493,200.0
31.80028,6.05568,200.0
31.7998,6.04796,200.0
31.79949,6.05432,200.0
31.79273,6.06011,200.0
31.78629,6.05956,200.0
31.72066,6.22065,200.0
31.75647,5.22101,202.0
31.71426,6.22022,202.0
31.70681,5.95329,200.0
31.71898,6.22082,200.0
31.75393,5.22218,202.0
31.66982,6.04523,200.0
31.66952,6.05146,200.0
31.66922,6.05766,200.0
31.66308,6.05076,200.0
31.66279,6.05691,201.0
31.66337,6.04464,200.0
31.64662,5.98734,200.0
31.59625,5.95165,200.0
31.59562,5.95663,200.0
31.40238,6.93128,202.0
31.39625,6.93072,202.0
31.39595,6.93619,202.0
31.40649,5.96821,202.0
31.4062,5.97451,202.0
31.40572,5.96996,202.0
31.1888,6.78165,201.0
31.18851,6.78715,201.0
31.05589,8.02904,202.0
31.05558,8.03365,202.0
31.0184,8.15915,202.0
31.01211,8.16745,202.0
31.01181,8.17191,201.0
30.97944,5.75575,201.0
30.97973,5.75452,201.0
30.97941,5.76083,200.0
30.88024,5.63866,201.0
30.88144,5.63642,201.0
30.88111,5.64282,201.0
30.66651,8.09838,202.0
30.66621,8.10298,202.0
30.66427,8.09964,201.0
30.47209,7.02041,202.0
30.25789,8.08144,202.0
27.92269,7.86051,201.0
28.73704,9.15098,201.0
28.71481,9.03314,201.0
28.71639,8.94658,201.0
28.70634,8.938,201.0
28.70664,8.93425,201.0
28.72256,7.51802,200.0
28.68745,7.18846,201.0
28.68711,7.19334,201.0
28.52772,9.11997,201.0
28.63956,7.53392,201.0
28.62146,7.70575,201.0
28.60573,7.25785,201.0
28.60604,7.25306,201.0
28.46932,9.05583,201.0
28.45242,9.13512,201.0
28.46952,9.05581,201.0
28.5775,7.65338,201.0
28.60111,7.25464,201.0
28.45209,9.13499,201.0
28.5646,7.51489,201.0
28.56283,7.45915,200.0
28.55882,7.51437,201.0
28.4721,7.50604,201.0
28.47174,7.50461,201.0
28.20148,9.39588,201.0
28.13088,9.49443,201.0
28.15412,8.96541,201.0
27.92918,9.24735,201.0
27.92889,9.25085,201.0
27.92401,9.24683,201.0
27.92757,9.24802,201.0
27.92659,7.85568,201.0
27.92629,7.85986,201.0
27.92302,7.85632,201.0
27.76366,9.1911,201.0
27.7514,9.15075,201.0
27.73865,9.17765,201.0
27.41268,8.83486,201.0
27.41236,8.83856,201.0
36.14095,2.92955,190.0
35.34833,5.75776,200.0
36.74955,6.25361,30.0
36.74478,6.25175,14.0
36.17631,5.57095,30.0
36.17659,5.57142,30.0
35.34698,5.75893,200.0
31.7511,5.22782,201.0
31.75201,5.2241,202.0
31.59224,5.95556,200.0
31.05561,8.03306,202.0
31.39496,6.94059,202.0
31.39616,6.93593,202.0
31.39736,6.93127,202.0
31.39581,6.93934,202.0
31.68961,5.80516,200.0
31.39704,6.9347,202.0
31.39827,6.93006,202.0
31.64685,5.99586,200.0
31.64892,5.98773,200.0
31.64788,5.99179,200.0
31.66307,6.04613,200.0
31.65992,6.05856,200.0
31.66097,6.05442,200.0
31.66201,6.0503,200.0
31.66739,6.05202,200.0
31.66843,6.04789,200.0
31.66529,6.06029,200.0
31.66634,6.05616,200.0
31.94028,4.99834,201.0
31.70807,5.95972,200.0
31.71703,6.22359,200.0
32.27752,3.98466,201.0
31.75549,6.1416,200.0
31.78705,6.06296,200.0
31.80454,5.99367,200.0
31.80079,6.05442,200.0
31.84846,6.04893,201.0
31.84964,6.04906,201.0
32.55362,3.16596,200.0
31.23187,8.55951,201.0
32.74697,3.18115,200.0
32.74716,3.18347,200.0
32.13417,6.46711,202.0
32.93029,3.2433,201.0
32.93719,3.2339,200.0
32.94732,3.23135,201.0
32.94853,3.22594,200.0
32.94975,3.22052,200.0
32.94923,3.22706,201.0
33.12483,3.31966,200.0
33.12606,3.31424,201.0
32.35504,6.97399,202.0
32.35936,6.98057,202.0
32.36103,6.98372,202.0
32.36221,6.97925,202.0
32.51129,6.70652,202.0
35.80886,-0.23415,210.0
35.80984,-0.23919,210.0
34.98132,5.71582,200.0
35.35175,5.76087,200.0
30.87697,5.64478,200.0
28.57567,7.65482,201.0
28.57717,7.64928,201.0
28.60464,7.25706,201.0
28.59855,7.25494,201.0
27.92831,9.25108,201.0
27.76772,9.18923,201.0
27.76275,9.18805,201.0
27.75066,9.15105,201.0
27.73554,9.17823,201.0
27.92573,7.85942,201.0
28.46288,9.05271,201.0
28.46958,9.05498,201.0
28.44803,9.13228,201.0
28.46327,9.05262,201.0
28.448,9.13191,201.0
28.52577,9.11728,201.0
28.63403,9.78168,201.0
28.63108,9.78149,201.0
28.63793,9.78406,201.0
31.1899,6.78436,201.0
31.40292,5.96736,202.0
31.18867,6.78897,201.0
31.40656,5.97358,202.0
31.40554,5.97767,202.0
31.40223,5.96765,202.0
31.40618,5.97733,202.0
31.40723,5.97325,202.0
31.18863,6.78541,201.0
30.97592,5.76076,201.0
30.87799,5.64074,200.0
30.47279,7.02125,200.0
30.47148,7.02618,200.0
30.47451,7.02387,202.0
29.69944,6.70912,201.0
29.69494,6.70226,201.0
29.69366,6.70713,201.0
29.68643,6.69595,201.0
27.91934,7.8573,201.0
27.91975,7.86024,201.0
28.1968,9.39311,201.0
28.61858,7.70313,201.0
28.19866,9.39476,201.0
