latitude,longitude,HWSD2_SMU_ID
33.1272,3.31753,1821
33.12659,3.32208,1821
33.12374,3.31688,1821
33.06885,3.32967,1821
32.94907,3.22951,1315
32.94561,3.22884,1315
32.93614,3.23416,1315
32.93392,3.2244,1315
32.93267,3.2335,1315
32.92797,3.24193,1315
32.7496,3.18212,1315
32.74388,3.17172,1315
32.55619,3.16879,1821
32.40245,4.00579,1821
32.27846,3.98447,1821
32.27785,3.98872,1821
31.39822,6.93232,36
31.3949,6.93156,36
31.39353,6.93976,36
31.40833,5.97569,1315
31.40505,5.97498,1315
31.0575,8.0336,36
31.05408,8.03278,36
31.40241,5.97025,1315
31.01278,8.16438,36
31.0112,8.1732,36
31.00777,8.17238,36
31.18981,6.78959,36
31.18718,6.78476,36
30.66327,8.10025,36
30.97038,5.7533,36
30.96974,5.75729,36
30.47412,7.02324,36
30.47078,7.02248,36
30.25313,8.08385,36
30.22293,7.80049,36
29.70022,6.70927,36
29.69952,6.71334,36
29.69758,6.70445,36
29.69688,6.70852,36
29.69494,6.69963,36
29.69424,6.70371,36
29.68946,6.69936,36
29.68613,6.69861,36
28.73789,9.78797,1796
29.26655,6.493,1791
28.71452,8.94564,1819
28.70452,8.93804,1819
28.46646,9.05824,1796
28.44763,9.13744,1796
28.61888,7.70875,1819
28.63522,7.53569,1819
28.68513,7.19151,1819
28.68439,7.19572,1819
28.57823,7.65377,1819
27.74852,9.14847,1796
28.6032,7.25826,1819
28.55819,7.51533,1819
28.59978,7.25749,1819
28.56042,7.46193,1819
28.19899,9.39438,1796
28.46973,7.50863,1819
28.15491,8.96547,1796
27.92539,9.24736,1796
27.92439,9.25252,1796
27.76406,9.18993,1796
27.75226,9.14937,1796
27.75127,9.15451,1796
27.74753,9.15362,1796
27.73509,9.17751,1796
27.70419,9.1752,1796
27.92043,7.8608,36
27.41198,8.83687,1796
27.40828,8.83598,1796
28.11469,0.30533,1818
27.79948,0.4619,1818
28.5601,7.51734,1819
28.55932,7.46422,1819
28.68292,7.19364,1819
30.47064,7.02566,36
31.05428,8.03601,36
30.87506,5.64477,36
31.18617,6.78845,36
31.40387,5.97574,1315
31.56365,5.95301,1315
31.64456,5.99524,1315
31.64396,5.99121,1315
31.66124,6.06263,1315
31.66065,6.05859,1315
31.66335,6.05388,1315
31.75019,5.22773,1315
32.55426,3.1681,1821
34.66615,5.10458,1838
35.34803,5.762,1832
35.87754,4.44739,7001
36.33386,5.4831,1129
36.17895,3.74749,1416
36.79029,7.69118,1725
36.74496,6.25898,1401
35.80937,-0.23431,1078
35.8054,-0.25525,1126
35.82194,-0.32343,1126
36.49013,2.47095,1078
36.49344,2.4701,1078
36.59715,2.87748,1345
36.8785,6.9433,7001
36.79128,7.69028,1725
36.79,7.70091,1725
36.87012,6.98314,7001
36.76307,7.30806,1129
36.74742,6.25756,7001
36.74809,6.25139,7001
36.43184,6.62091,1129
36.66545,3.06402,7001
36.63271,3.23001,1345
36.49175,2.47038,1078
36.17663,5.5717,1772
36.17953,3.74887,1416
36.14077,2.92546,7001
35.88253,4.44802,7001
35.87828,4.4472,7001
36.13385,1.23761,1344
36.12843,1.24093,1344
35.55025,6.86597,1869
35.23423,8.17179,329
35.34974,5.7588,1832
35.35069,5.75896,1832
35.8117,-0.25696,1126
35.81092,-0.24344,1126
35.81065,-0.23888,1078
35.81195,-0.26144,7001
35.81124,-0.3476,1126
35.77809,-0.259,1135
34.98505,5.7171,1834
34.98113,5.71635,1834
34.4398,2.05511,1840
33.13819,3.36508,1821
33.13811,3.36886,1821
33.12993,3.31604,1821
33.12943,3.32119,1821
33.12551,3.31546,1821
33.12502,3.3206,1821
33.03992,3.37093,1821
31.70721,5.95917,1315
29.68951,6.69798,36
29.69658,6.69921,36
29.69536,6.70836,36
29.69597,6.70378,36
29.69889,6.70897,36
29.70181,6.71416,36
29.70242,6.70959,36
30.22006,7.80223,36
30.22346,7.80286,36
30.2537,8.08429,36
30.47201,7.0227,36
30.39107,7.90462,36
30.87588,5.64216,36
30.87964,5.64278,36
30.83593,6.5607,1791
30.66393,8.10346,36
30.97672,5.76231,36
30.82488,8.02783,36
31.18744,6.78677,36
31.19101,6.7874,36
31.01602,8.16094,36
31.05447,8.03654,36
31.05508,8.03224,36
31.05848,8.03288,36
31.36148,6.0503,1315
31.40499,5.97311,1315
31.40563,5.96788,1315
31.39467,6.93963,36
31.39529,6.9349,36
31.39591,6.93017,36
31.39885,6.93554,36
31.39947,6.93081,36
31.59231,5.95475,1315
31.64442,5.99577,1315
31.64507,5.99053,1315
31.64879,5.99116,1315
31.75252,5.22737,1315
31.66465,6.04709,1315
31.66271,6.06267,1315
31.66336,6.05747,1315
31.66401,6.05228,1315
31.66772,6.05295,1315
31.6605,6.06343,1315
31.66174,6.05303,1315
31.66112,6.05824,1315
31.66483,6.0589,1315
31.66545,6.05369,1315
31.66608,6.04849,1315
31.67786,6.04521,1315
31.67824,6.19826,1315
31.68751,6.18411,1315
31.75677,6.14337,1315
31.78691,6.06509,1315
31.79063,6.06573,1315
31.79933,6.05654,1315
31.80691,5.99353,1315
31.94213,4.99787,1315
31.84967,6.04899,1315
31.85032,6.04373,1315
32.27864,3.98556,1821
32.40491,4.00672,1821
32.13578,6.47193,1642
32.13642,6.46686,1642
32.55682,3.16549,1821
32.74202,3.17988,1315
32.3745,6.70336,1645
32.35477,6.97702,1645
32.35836,6.97765,1645
32.93226,3.24478,1315
32.93328,3.23447,1315
32.9377,3.23508,1315
32.94757,3.22597,1315
32.9318,3.2408,1315
32.93228,3.23564,1315
32.93275,3.23046,1315
32.93718,3.23108,1315
32.94651,3.22713,1315
32.95093,3.2278,1315
33.03994,3.37008,1821
28.6006,7.25608,1819
27.40894,8.8388,1796
29.2701,6.48935,1791
29.26655,6.48874,1791
29.25885,6.4921,1791
28.73642,9.79004,1796
28.73429,9.15163,1819
28.63494,9.78629,1796
28.62509,9.78428,1796
28.71162,9.03432,1819
27.70401,9.17175,1796
28.7149,8.94617,1819
28.7143,8.95009,1819
28.70231,8.93967,1819
28.70291,8.93576,1819
28.52812,9.12114,1796
28.66122,7.91347,1819
28.46685,9.05675,1796
28.45156,9.13406,1796
28.45096,9.13795,1796
28.62016,7.70929,1819
28.68667,7.19314,1819
28.68607,7.19741,1819
28.63836,7.5342,1819
28.57937,7.6553,1819
28.57598,7.65468,1819
28.60402,7.2567,1819
27.73687,9.17822,1796
27.75095,9.15315,1796
27.76588,9.19138,1796
27.72489,9.87652,36
27.92842,9.10706,1796
27.92644,9.25018,1796
28.15439,8.96541,1796
28.47087,7.5095,1819
28.19632,9.39691,1796
28.19961,9.39757,1796
28.56124,7.4619,1819
28.56169,7.46042,1819
28.56089,7.51584,1819
28.60001,7.26032,1819
35.8158,-0.27209,1126
36.1829,3.74749,1416
36.17755,3.74582,1416
36.49445,2.46768,1078
36.13223,1.23998,1344
36.1289,1.23598,1344
36.1272,1.24179,7001
35.81042,-0.23561,1078
35.81184,-0.24065,1078
35.81334,-0.26842,1126
35.8105,-0.25832,1126
35.8091,-0.25336,1126
35.80625,-0.24323,1126
35.81439,-0.26694,1126
35.81161,-0.25683,1126
35.81021,-0.25172,1126
35.82426,-0.32579,1126
35.76964,-0.26468,1135
35.56919,-0.93868,1126
35.31363,-1.34463,1343
35.30999,-1.34497,1343
27.76449,9.19487,1796
27.75019,9.15107,1796
27.92264,9.25255,1796
31.0159,8.16398,36
31.01252,8.16474,36
31.00979,8.17282,36
30.66335,8.1032,36
30.47275,7.02495,36
30.25457,8.08563,36
29.69464,6.70707,36
28.68498,7.19634,1819
28.19634,9.39756,1796
28.60152,7.25788,1819
26.62008,1.65336,1818
31.05376,8.03547,36
32.88711,3.44971,1821
31.39425,6.93447,36
31.39775,6.93362,36
31.40412,5.97788,1315
31.6618,6.05976,1315
31.66087,6.05478,1315
31.66449,6.05388,1315
31.7881,6.06705,1315
31.75075,5.22647,1315
32.27709,3.98876,1821
32.55444,3.17097,1821
35.81042,-0.23885,1078
35.80888,-0.23349,1078
35.80746,-0.23939,1078
36.49315,2.47194,1078
35.3498,5.76297,1832
36.52388,5.63719,1129
36.7462,6.25477,7001
35.61746,-0.98572,1126
35.61503,-0.98777,1126
36.87265,6.97975,7001
36.78983,7.69836,1725
36.7475,6.2548,7001
36.76164,7.30887,1129
36.79249,7.70397,7001
36.74776,6.25107,7001
36.88007,6.94566,7001
36.88057,6.93878,7001
36.74802,6.24734,1401
34.98257,5.71199,1834
35.34882,5.75805,1832
35.34855,5.76178,1832
35.34979,5.76043,1832
35.23333,8.17087,329
35.81104,-0.23867,1078
35.8112,-0.24718,1126
35.81137,-0.25554,1126
35.81153,-0.26385,7001
35.80728,-0.26273,7001
35.81431,-0.25463,1126
35.81456,-0.27149,1126
35.81419,-0.24613,1126
35.81443,-0.26308,7001
35.8837,4.44547,1238
36.18261,3.74792,1416
36.18289,3.74254,1416
36.18074,5.57122,1772
36.49173,2.4638,1078
36.6326,3.23058,1345
36.43409,6.62216,1129
36.43441,6.62239,1129
36.6346,3.227,1345
36.75026,3.0774,1078
36.55998,6.76943,1129
34.9823,5.71583,1834
35.09827,5.64534,1834
32.55843,3.16588,1821
32.55938,3.16743,1821
32.404,4.00381,1821
32.40506,4.00518,1821
32.13778,6.46691,1642
32.27887,3.98271,1821
31.96151,5.21441,1315
31.94126,4.99723,1315
31.84957,6.04316,1315
31.84904,6.04963,1315
31.80211,6.05128,1315
31.80156,6.05776,1315
31.79119,6.06301,1315
31.70917,5.95551,1315
31.70862,5.96191,1315
31.6893,6.18483,1315
31.75397,5.22633,1315
31.69161,5.80783,1315
31.66655,6.04794,1315
31.66601,6.05432,1315
31.66547,6.0607,1315
31.66058,6.06,1315
31.64628,5.99371,1315
31.59307,5.95348,1315
33.12795,3.31456,1821
33.12767,3.31949,1821
33.06853,3.32911,1821
29.68723,6.69838,36
29.69643,6.69957,36
29.69695,6.69415,36
29.69591,6.705,36
29.69998,6.71103,36
29.70051,6.7056,36
29.70458,6.71162,36
30.25427,8.08243,36
30.25731,8.08486,36
30.47149,7.02655,36
30.47202,7.02121,36
30.47257,7.02313,36
30.87659,5.63993,36
30.88157,5.64052,36
30.66321,8.10303,36
30.83712,6.56168,1791
30.83767,6.55591,1791
30.83886,6.56108,1791
30.83937,6.5553,1791
30.97718,5.76215,36
31.01068,8.16981,36
31.01589,8.16119,36
31.05513,8.0325,36
31.05944,8.0331,36
31.18983,6.78919,36
31.19036,6.78352,36
31.40842,5.976,1315
31.40559,5.9766,1315
31.40612,5.97016,1315
31.39343,6.94195,36
31.39911,6.93135,36
33.06883,3.32912,1821
32.94033,3.23229,1315
32.93447,3.23178,1315
32.9339,3.24172,1315
32.75121,3.17727,1315
32.74535,3.17676,1315
32.35846,6.97641,1645
28.45007,9.13545,1796
28.61836,7.70834,1819
28.46723,9.0573,1796
28.63642,7.53806,1819
28.63691,7.53338,1819
28.68584,7.1919,1819
28.52767,9.11964,1796
28.52749,9.12127,1796
28.72357,7.51968,1819
28.70418,8.93851,1819
28.7154,8.94609,1819
28.7131,9.03415,1819
28.63357,9.78676,1796
28.73481,9.15388,1819
28.73522,9.1497,1819
27.92517,7.85788,36
27.76642,9.19107,1796
27.7653,9.18969,1796
27.76463,9.19512,1796
27.75001,9.15398,1796
27.73505,9.17948,1796
27.70411,9.17495,1796
27.40952,8.83818,1796
28.73729,9.7893,1796
29.26151,6.49381,1791
29.27131,6.4895,1791
27.72525,9.87709,36
27.92595,9.25121,1796
28.15536,8.96653,1796
28.19977,9.3977,1796
28.41751,7.54214,1819
28.47362,7.50769,1819
28.5639,7.46116,1819
28.56223,7.51773,1819
28.56273,7.51311,1819
28.60312,7.25888,1819
28.57772,7.65562,1819
28.57616,7.65628,1819
28.57664,7.65164,1819
28.58092,7.65224,1819
36.87016,6.9856,1401
36.87794,6.94159,7001
35.77087,-0.26936,1135
35.77266,-0.25653,1135
35.8074,-0.34209,1126
35.80381,-0.24496,1126
35.80648,-0.25629,1126
35.81491,-0.2716,1126
35.81089,-0.25451,1126
35.81136,-0.23588,1078
36.12807,1.24165,1344
34.98012,5.71537,1834
34.98382,5.71243,1834
35.34799,5.76012,1832
35.88136,4.44508,7001
36.876,6.94795,7001
36.78917,7.6983,1725
36.49303,2.46901,1078
36.17816,3.74705,1416
36.62973,3.22975,1345
36.33598,5.48181,1129
36.42861,6.62207,1129
36.42992,6.62313,1129
36.43166,6.61737,1129
36.74876,6.25237,7001
36.74574,6.25495,7001
36.74751,6.24901,1401
36.75924,7.30697,1129
36.87514,6.94562,7001
32.93859,3.23507,1315
32.94695,3.22742,1315
32.14075,6.46531,1642
33.06838,3.33126,1821
33.12608,3.3198,1821
33.12742,3.31487,1821
35.31218,-1.3442,1343
35.45808,-0.39948,1080
35.527,-0.27974,1080
35.53139,-0.27774,1080
35.77311,-0.25761,1135
30.87909,5.63651,36
30.87693,5.64396,36
30.87614,5.64279,36
30.97708,5.75819,36
30.97576,5.75897,36
31.40181,5.97704,1315
31.404,5.96963,1315
31.74823,5.22231,1315
31.7547,5.22479,1315
31.59461,5.95415,1315
31.7512,5.22551,1315
31.59384,5.95496,1315
31.64302,5.99099,1315
31.64971,5.99369,1315
31.93873,4.9967,1315
31.66091,6.05746,1315
31.66314,6.04986,1315
31.70492,5.95819,1315
31.64234,5.98989,1315
31.9433,4.99885,1315
31.64903,5.99257,1315
31.66,6.056,1315
31.66226,6.04844,1315
31.66903,6.05092,1315
31.66676,6.05851,1315
31.70458,5.95698,1315
32.27385,3.984,1821
32.55576,3.16621,1821
31.78481,6.06492,1315
31.79179,6.06446,1315
31.80288,6.0524,1315
32.40053,4.00169,1821
31.8495,6.04651,1315
31.849,6.04564,1315
32.74957,3.17962,1315
32.9302,3.24278,1315
32.93287,3.23292,1315
28.11687,0.30426,1818
27.80072,0.46132,1818
27.11956,8.80004,1796
28.73527,9.79098,1796
28.57419,7.65583,1819
28.55741,7.51538,1819
28.56033,7.46229,1819
28.59991,7.26161,1819
28.60098,7.25925,1819
28.68273,7.1974,1819
29.70152,6.71694,36
29.70182,6.71424,36
27.72672,9.88047,36
27.75019,9.1538,1796
27.76268,9.19335,1796
27.92338,9.25119,1796
28.19555,9.39925,1796
27.91968,7.85991,36
28.44988,9.13816,1796
28.44937,9.13564,1796
30.33386,7.85185,36
28.46389,9.05649,1796
30.66367,8.10385,36
30.472,7.02501,36
31.6455,5.98963,1315
31.66492,6.05269,1315
32.88805,3.44986,1821
32.55665,3.1706,1821
30.87421,5.64244,36
30.87542,5.64083,36
31.18681,6.78688,36
31.39597,6.93335,36
31.24645,5.91369,36
31.32097,6.08889,1315
31.32143,6.08763,1315
31.40685,5.97883,1315
31.40645,5.9772,1315
31.65355,6.20633,1315
31.66294,6.06577,1315
31.6616,6.05991,1315
35.80737,-0.25775,1126
35.80454,-0.25989,7001
35.35057,5.76203,1832
36.86692,6.98273,7001
36.87629,6.94701,7001
36.74709,6.25676,7001
36.48978,2.47181,1078
35.80598,-0.25473,1126
35.81029,-0.23924,1078
35.80739,-0.24965,1126
35.80882,-0.25264,1126
28.24087,-0.0936,1818
28.24059,-0.09697,1818
35.80776,-0.25544,1126
35.809,-0.2337,1078
35.80802,-0.25092,1126
36.87906,6.93848,7001
36.8715,6.97696,7001
34.98687,5.71312,1834
35.88274,4.44304,7001
35.35061,5.75668,1832
36.86951,6.97764,7001
35.35375,5.75727,1832
31.79356,6.06148,1315
32.36055,6.97794,1645
32.13966,6.46278,1642
32.13938,6.46874,1642
31.85277,6.04054,1315
31.85248,6.04686,1315
31.80055,6.0493,1315
31.80028,6.05568,1315
31.7998,6.04796,1315
31.79949,6.05432,1315
31.79273,6.06011,1315
31.78629,6.05956,1315
31.72066,6.22065,1315
31.75647,5.22101,1315
31.71426,6.22022,1315
31.70681,5.95329,1315
31.71898,6.22082,1315
31.75393,5.22218,1315
31.66982,6.04523,1315
31.66952,6.05146,1315
31.66922,6.05766,1315
31.66308,6.05076,1315
31.66279,6.05691,1315
31.66337,6.04464,1315
31.64662,5.98734,1315
31.59625,5.95165,1315
31.59562,5.95663,1315
31.40238,6.93128,36
31.39625,6.93072,36
31.39595,6.93619,36
31.40649,5.96821,1315
31.4062,5.97451,1315
31.40572,5.96996,1315
31.1888,6.78165,36
31.18851,6.78715,36
31.05589,8.02904,36
31.05558,8.03365,36
31.0184,8.15915,36
31.01211,8.16745,36
31.01181,8.17191,36
30.97944,5.75575,36
30.97973,5.75452,36
30.97941,5.76083,36
30.88024,5.63866,36
30.88144,5.63642,36
30.88111,5.64282,36
30.66651,8.09838,36
30.66621,8.10298,36
30.66427,8.09964,36
30.47209,7.02041,36
30.25789,8.08144,36
27.92269,7.86051,36
28.73704,9.15098,1819
28.71481,9.03314,1819
28.71639,8.94658,1819
28.70634,8.938,1819
28.70664,8.93425,1819
28.72256,7.51802,1819
28.68745,7.18846,1819
28.68711,7.19334,1819
28.52772,9.11997,1796
28.63956,7.53392,1819
28.62146,7.70575,1819
28.60573,7.25785,1819
28.60604,7.25306,1819
28.46932,9.05583,1796
28.45242,9.13512,1796
28.46952,9.05581,1796
28.5775,7.65338,1819
28.60111,7.25464,1819
28.45209,9.13499,1796
28.5646,7.51489,1819
28.56283,7.45915,1819
28.55882,7.51437,1819
28.4721,7.50604,1819
28.47174,7.50461,1819
28.20148,9.39588,1796
28.13088,9.49443,1796
28.15412,8.96541,1796
27.92918,9.24735,1796
27.92889,9.25085,1796
27.92401,9.24683,1796
27.92757,9.24802,1796
27.92659,7.85568,36
27.92629,7.85986,36
27.92302,7.85632,36
27.76366,9.1911,1796
27.7514,9.15075,1796
27.73865,9.17765,1796
27.41268,8.83486,1796
27.41236,8.83856,1796
36.14095,2.92955,7001
35.34833,5.75776,1832
36.74955,6.25361,7001
36.74478,6.25175,7001
36.17631,5.57095,1772
36.17659,5.57142,1772
35.34698,5.75893,1832
31.7511,5.22782,1315
31.75201,5.2241,1315
31.59224,5.95556,1315
31.05561,8.03306,36
31.39496,6.94059,36
31.39616,6.93593,36
31.39736,6.93127,36
31.39581,6.93934,36
31.68961,5.80516,1315
31.39704,6.9347,36
31.39827,6.93006,36
31.64685,5.99586,1315
31.64892,5.98773,1315
31.64788,5.99179,1315
31.66307,6.04613,1315
31.65992,6.05856,1315
31.66097,6.05442,1315
31.66201,6.0503,1315
31.66739,6.05202,1315
31.66843,6.04789,1315
31.66529,6.06029,1315
31.66634,6.05616,1315
31.94028,4.99834,1315
31.70807,5.95972,1315
31.71703,6.22359,1315
32.27752,3.98466,1821
31.75549,6.1416,1315
31.78705,6.06296,1315
31.80454,5.99367,1315
31.80079,6.05442,1315
31.84846,6.04893,1315
31.84964,6.04906,1315
32.55362,3.16596,1821
31.23187,8.55951,36
32.74697,3.18115,1315
32.74716,3.18347,1315
32.13417,6.46711,1642
32.93029,3.2433,1315
32.93719,3.2339,1315
32.94732,3.23135,1315
32.94853,3.22594,1315
32.94975,3.22052,1315
32.94923,3.22706,1315
33.12483,3.31966,1821
33.12606,3.31424,1821
32.35504,6.97399,1645
32.35936,6.98057,1645
32.36103,6.98372,1645
32.36221,6.97925,1645
32.51129,6.70652,1645
35.80886,-0.23415,1078
35.80984,-0.23919,1078
34.98132,5.71582,1834
35.35175,5.76087,1832
30.87697,5.64478,36
28.57567,7.65482,1819
28.57717,7.64928,1819
28.60464,7.25706,1819
28.59855,7.25494,1819
27.92831,9.25108,1796
27.76772,9.18923,1796
27.76275,9.18805,1796
27.75066,9.15105,1796
27.73554,9.17823,1796
27.92573,7.85942,36
28.46288,9.05271,1796
28.46958,9.05498,1796
28.44803,9.13228,1796
28.46327,9.05262,1796
28.448,9.13191,1796
28.52577,9.11728,1796
28.63403,9.78168,1796
28.63108,9.78149,1796
28.63793,9.78406,1796
31.1899,6.78436,36
31.40292,5.96736,1315
31.18867,6.78897,36
31.40656,5.97358,1315
31.40554,5.97767,1315
31.40223,5.96765,1315
31.40618,5.97733,1315
31.40723,5.97325,1315
31.18863,6.78541,36
30.97592,5.76076,36
30.87799,5.64074,36
30.47279,7.02125,36
30.47148,7.02618,36
30.47451,7.02387,36
29.69944,6.70912,36
29.69494,6.70226,36
29.69366,6.70713,36
29.68643,6.69595,36
27.91934,7.8573,36
27.91975,7.86024,36
28.1968,9.39311,1796
28.61858,7.70313,1819
28.19866,9.39476,1796
28.61597,7.70747,1819
27.7994,0.46256,1818
28.11706,0.30747,1818
28.6025,7.25848,1819
28.46708,9.05936,1796
27.76179,9.19553,1796
27.75127,9.1526,1796
27.92093,7.86478,36
28.45064,9.13766,1796
28.57456,7.65727,1819
28.57665,7.65948,1819
27.92145,7.86569,36
26.61886,1.6535,1818
27.76155,9.19496,1796
27.92175,7.86628,36
28.68035,7.19628,1819
28.60058,7.26163,1819
28.59733,7.25879,1819
32.55349,3.16966,1821
31.23307,8.55596,36
27.75046,9.15122,1796
27.41326,8.83262,1796
27.41276,8.83293,1796
27.70726,9.1711,1796
27.7495,9.15234,1796
27.74989,9.14544,1796
27.70835,9.1697,1796
28.92294,9.74407,1796
28.92624,9.74537,1796
28.73508,9.1466,1819
28.73497,9.14857,1819
28.71703,8.94066,1819
28.7129,9.02962,1819
28.70341,8.93247,1819
28.63547,9.78327,1796
28.63833,9.77887,1796
28.63796,9.78539,1796
28.46936,9.05153,1796
28.45189,9.13051,1796
28.46944,9.05081,1796
28.45151,9.12975,1796
28.20209,9.39366,1796
28.12926,9.48983,1796
27.92644,9.24522,1796
27.92509,9.24639,1796
27.76918,9.18772,1796
27.75081,9.14432,1796
36.74562,6.2564,7001
36.74869,6.25271,7001
33.12662,3.32189,1821
33.13624,3.36986,1821
33.13568,3.36641,1821
35.31097,-1.34302,1343
35.46023,-0.39527,1080
35.56826,-0.94044,1126
35.53405,-0.27524,1080
35.76789,-0.26918,1135
35.77119,-0.26843,1135
33.06926,3.33187,1821
35.8068,-0.25601,1126
35.8101,-0.25527,1126
35.81083,-0.23756,1078
35.78277,0.53991,1344
34.98253,5.71671,1834
34.97987,5.71706,1834
36.12735,1.24364,7001
36.13132,1.24021,1344
36.49263,2.46939,1078
35.80488,-0.24328,1126
33.12398,3.31616,1821
31.40718,5.97623,1315
31.05616,8.03293,36
31.05683,8.03348,36
31.59184,5.95625,1315
29.70366,6.71335,36
29.69231,6.7049,36
29.69348,6.6997,36
29.69678,6.70619,36
29.6991,6.6958,36
29.70007,6.71266,36
29.70123,6.70748,36
30.18169,7.68577,36
30.4701,7.02438,36
30.47457,7.02569,36
30.25138,8.08517,36
30.87682,5.64484,36
30.87774,5.64047,36
30.97611,5.7599,36
30.66324,8.10498,36
30.66462,8.09899,36
31.18813,6.79073,36
31.18921,6.78575,36
31.36026,6.05064,1315
31.40391,5.96807,1315
