latitude,longitude,HWSD2_SMU_ID
28.73536,9.78743,1796
29.69046,6.6965,36
29.69377,6.70296,36
29.69491,6.69779,36
29.69708,6.70942,36
29.70038,6.71588,36
29.70152,6.71071,36
31.85416,-1.93087,1800
30.17954,7.68997,36
30.21962,7.80276,36
30.22096,7.79691,36
30.47058,7.02716,36
30.47172,7.02191,36
30.47244,7.02378,36
30.25518,8.08361,36
30.8967,5.58432,36
30.97795,5.76164,36
30.83779,6.55931,1791
30.61197,8.26157,36
30.66347,8.1022,36
30.61015,8.26179,36
30.66272,8.10286,36
32.4801,-1.00504,1807
31.18848,6.78585,36
31.35779,6.05006,1315
31.40156,5.96809,1315
31.40381,5.9781,1315
31.40567,5.96928,1315
31.40474,5.97369,1315
31.00841,8.17445,36
31.00979,8.1685,36
31.01589,8.16388,36
31.05511,8.03725,36
31.05645,8.03142,36
31.58643,5.95222,1315
31.58958,5.95783,1315
31.7519,5.22618,1315
31.39351,6.94158,36
31.39462,6.93658,36
31.39572,6.93159,36
31.63099,5.98823,1315
31.63286,5.97941,1315
31.64237,5.9962,1315
31.64833,5.98857,1315
31.68657,5.80576,1315
31.63244,6.06417,1315
31.64741,5.99297,1315
31.65904,6.06231,1315
31.84877,5.05532,1315
31.65998,6.05783,1315
28.15195,8.96544,1796
27.76419,9.19314,1796
27.75276,9.1507,1796
27.76552,9.1923,1796
27.72477,9.87863,36
27.92605,9.10378,1796
27.92542,9.24874,1796
27.7983,0.46421,1818
28.56171,7.46213,1819
28.55905,7.51905,1819
28.57693,7.6547,1819
28.68245,7.19266,1819
28.07842,9.78726,1796
28.08495,9.78475,1796
28.63477,7.53595,1819
28.63741,7.61423,1819
28.65238,7.68398,1819
27.41017,8.83739,1796
27.70025,9.17284,1796
27.73309,9.17935,1796
27.7512,9.15139,1796
27.40801,8.83551,1796
27.40715,8.8392,1796
28.21388,-0.15691,1818
28.21055,-0.15762,1818
28.1145,0.3071,1818
27.79881,0.46289,1818
28.07951,9.78861,1796
27.40782,8.83897,1796
28.68323,7.19684,1819
28.91189,9.74871,1796
28.65121,9.27026,1819
28.65209,9.26836,1819
28.65239,9.27167,1819
28.54577,9.21578,1796
28.54396,9.38044,1796
28.54051,9.3828,1796
28.46135,9.05704,1796
27.18044,2.51339,36
27.92183,9.25101,1796
27.76487,9.19482,1796
27.74593,9.15194,1796
27.73328,9.17884,1796
29.78922,6.84978,36
30.25181,8.08583,36
30.25204,8.08958,36
30.25153,8.08361,36
30.47047,7.02578,36
30.47279,7.02727,36
30.61033,8.26558,36
31.05512,8.03726,36
30.89663,5.58565,36
30.9744,5.76299,36
28.57366,7.65487,1819
28.68633,9.26331,1819
28.70752,9.0389,1819
31.78786,6.06589,1315
31.66672,5.17936,1350
31.66227,6.05174,1315
31.63052,6.06342,1315
31.58961,5.95852,1315
31.18623,6.79265,36
31.18572,6.78749,36
31.45009,8.26453,36
31.18849,6.78951,36
31.39141,6.9429,36
31.39543,6.93704,36
31.35904,6.05306,1315
31.40383,5.98053,1315
31.58486,5.95436,1315
31.66273,6.05652,1315
31.63093,5.98145,1315
31.66014,6.05454,1315
31.64391,5.99633,1315
31.64346,5.9916,1315
31.65888,6.0619,1315
31.66318,6.06127,1315
33.97311,5.97788,1854
33.74327,6.86553,36
32.55558,3.16847,1821
32.40088,4.00921,1821
31.64523,5.9939,1315
31.66112,6.06409,1315
31.66063,6.05932,1315
32.40304,4.00523,1821
32.39919,4.00586,1821
32.35954,6.9844,1645
32.35443,6.97936,1645
32.13297,6.47,1642
31.94011,4.99951,1315
31.95912,5.21788,1315
31.84727,5.0562,1315
31.75006,5.22878,1315
36.76176,7.3091,1129
36.86692,6.97636,7001
36.86877,6.98586,1401
36.8695,6.98155,7001
36.87864,6.94773,7001
36.87937,6.94339,7001
35.56597,-0.93823,391
35.45954,-0.39757,1080
35.86914,6.02669,1772
35.77134,-0.26484,1135
34.98066,5.71685,1834
36.74731,6.254,7001
36.74662,6.25828,7001
36.74404,6.25318,7001
36.4301,6.62259,1129
36.74979,3.07989,7001
35.8081,-0.34587,1126
35.80457,-0.24102,1078
35.81577,-0.27032,1126
35.09435,5.64694,1834
35.34881,5.76075,1832
36.12597,1.24019,1344
36.12962,1.24085,1344
35.70981,4.47661,1824
35.88091,4.44838,7001
36.14115,2.92901,7001
35.55029,6.8695,1869
36.1807,3.74826,1416
36.68159,3.12139,7001
36.33508,5.48264,1129
36.63121,3.23397,1345
36.59869,3.1394,7001
36.59507,2.8808,1345
36.17765,5.5731,1772
32.74785,3.18258,1315
32.90333,3.28169,1315
32.9291,3.24227,1315
32.93032,3.23394,1315
32.9318,3.24712,1315
32.93695,3.23532,1315
31.18568,6.78706,36
30.82287,8.03142,36
30.6645,8.10393,36
30.66245,8.10147,36
31.84973,6.04736,1315
31.849,6.05156,1315
31.80843,5.995,1315
32.94935,3.22071,1315
32.94812,3.22905,1315
32.95145,3.22974,1315
32.35713,6.97794,1645
31.79833,6.05393,1315
32.35975,6.98323,1645
33.47418,-0.34617,1843
33.06862,3.33407,1821
33.06923,3.32991,1821
33.12497,3.31891,1821
33.12558,3.31474,1821
33.12829,3.31959,1821
32.59668,6.64485,1645
33.13813,3.36884,1821
33.26916,6.85915,36
31.18912,6.7879,36
31.35743,6.05304,1315
31.36079,6.05384,1315
31.40373,5.97424,1315
31.40446,5.97004,1315
31.40709,5.97503,1315
31.00804,8.17165,36
31.01266,8.16755,36
31.01363,8.16249,36
31.80509,5.99421,1315
31.78946,6.06499,1315
31.78611,6.0642,1315
31.94083,4.99942,1315
30.61229,8.2644,36
31.23434,8.56395,36
31.70528,5.9592,1315
31.23366,8.56199,36
31.84978,5.05588,1315
31.84649,5.05514,1315
31.67601,6.04856,1315
31.6664,6.06387,1315
31.66522,6.05043,1315
31.6645,6.05465,1315
31.66377,6.05887,1315
31.66304,6.06309,1315
31.66114,6.05387,1315
31.66187,6.04965,1315
31.66042,6.05809,1315
31.65968,6.06231,1315
31.64715,5.99357,1315
31.64787,5.98937,1315
31.6438,5.99278,1315
31.63138,6.06445,1315
31.6352,5.98201,1315
32.94751,3.23321,1315
32.94481,3.22835,1315
32.94027,3.236,1315
30.97717,5.76022,36
31.58622,5.95425,1315
31.58885,5.95925,1315
30.97645,5.76439,36
30.83838,6.55872,1791
30.83495,6.5579,1791
30.89786,5.58444,36
30.87728,5.64425,36
30.38823,7.90713,36
30.47371,7.02587,36
30.47021,7.02502,36
30.25136,8.08615,36
30.47503,6.4736,1791
30.17992,7.68835,36
30.91145,1.89952,36
31.74964,5.22718,1315
31.63186,5.98123,1315
31.05298,8.03663,36
31.05392,8.03169,36
31.05659,8.03758,36
31.05753,8.03263,36
31.39178,6.93971,36
31.39604,6.93607,36
31.39684,6.9316,36
32.27592,3.98879,1821
32.27655,3.98475,1821
32.39922,4.00602,1821
32.40313,4.00268,1821
32.4025,4.00673,1821
32.40578,4.00743,1821
32.55668,3.16705,1821
32.13612,6.46943,1642
32.74121,3.18121,1315
32.83802,3.23814,1315
27.72394,9.87872,36
29.70175,6.71036,36
29.70094,6.71486,36
29.69827,6.70952,36
29.69641,6.69969,36
29.69559,6.70419,36
29.69478,6.70869,36
29.69291,6.69885,36
29.68943,6.69802,36
29.68594,6.69719,36
28.73745,9.78747,1796
28.73655,9.7918,1796
28.63662,9.78465,1796
28.63249,9.78355,1796
29.26708,6.48989,1791
29.26627,6.49434,1791
29.25932,6.4927,1791
28.73266,9.15007,1819
28.73185,9.15404,1819
28.70909,9.03287,1819
28.70831,9.03679,1819
28.65328,9.26982,1819
28.71356,8.94783,1819
28.70331,8.93696,1819
28.546,9.37939,1796
28.54228,9.38027,1796
28.55013,9.21478,1796
28.52721,9.12003,1796
28.46389,9.05587,1796
28.65253,7.68615,1819
28.63909,7.61431,1819
28.63858,7.53579,1819
28.63492,7.53489,1819
28.68399,7.19435,1819
28.57693,7.65681,1819
28.56191,7.46302,1819
28.08193,9.78712,1796
28.07776,9.78601,1796
28.12842,9.37356,1796
28.15212,8.96632,1796
27.92541,9.24965,1796
27.9259,9.10423,1796
27.76391,9.19451,1796
27.76475,9.19037,1796
27.75116,9.15222,1796
27.73715,9.17892,1796
27.74924,9.07824,1796
27.70077,9.17446,1796
27.40888,8.83924,1796
28.2124,-0.15811,1818
28.1174,0.30526,1818
27.80079,0.46339,1818
27.79733,0.46278,1818
27.18021,2.51005,36
28.10991,9.3814,1796
30.66165,8.10519,36
30.47198,7.02646,36
30.47044,7.02507,36
29.69334,6.70216,36
29.69391,6.70644,36
29.68592,6.69909,36
28.68402,7.19668,1819
28.5983,7.25883,1819
28.63801,7.61463,1819
28.55995,7.46452,1819
28.5746,7.65601,1819
28.70341,8.94,1819
28.70756,9.038,1819
28.73526,9.78871,1796
28.65075,9.27099,1819
28.54767,9.21404,1796
28.46424,9.05981,1796
28.46293,9.05759,1796
28.44988,9.13752,1796
27.73609,9.18058,1796
27.73861,9.16994,1796
27.92468,9.25072,1796
27.92778,9.10874,1796
28.07818,9.7917,1796
28.0814,9.78564,1796
31.18964,6.79038,36
33.1236,3.31913,1821
32.55607,3.17097,1821
32.40134,4.0088,1821
32.27605,3.98847,1821
32.51355,6.71163,1645
31.05459,8.03554,36
30.87635,5.6442,36
30.89556,5.58543,36
30.97729,5.76287,36
32.35604,6.97519,1645
32.35664,6.97993,1645
32.35723,6.98467,1645
32.18206,6.43442,1642
31.94173,5.00195,1315
32.13361,6.47078,1642
31.84722,5.05335,1315
31.8478,5.05747,1315
31.74986,5.22883,1315
31.79659,6.05696,1315
31.78753,6.06752,1315
31.70687,5.96197,1315
31.66296,6.04954,1315
31.66354,6.05386,1315
31.66014,6.05449,1315
31.66072,6.05881,1315
31.6613,6.06314,1315
31.64524,5.99535,1315
31.63331,5.98433,1315
31.40382,5.97131,1315
31.40441,5.97557,1315
31.53442,7.05615,36
31.35947,6.05398,1315
31.39607,6.93269,36
31.39375,6.94244,36
31.37126,8.31284,36
36.17889,3.75083,1416
36.59583,2.88084,1345
35.81572,-0.26679,1126
36.7458,6.25662,7001
36.74537,6.25544,7001
36.43084,6.62514,1129
36.74845,3.08298,7001
36.63237,3.22996,1345
36.59752,2.87748,1345
36.86824,6.97925,7001
34.43676,2.05788,1840
35.31244,-1.34371,1343
34.98094,5.71485,1834
35.09702,5.64742,1834
35.77459,-0.25531,1135
35.77485,-0.25906,1135
36.17939,3.74651,1416
35.80675,-0.34562,1126
35.80488,-0.24531,1126
35.81081,-0.25598,1126
35.35089,5.76396,1832
35.23317,8.17073,329
36.12966,1.24242,7001
35.8791,4.45061,1238
35.87977,4.44439,7001
36.13923,2.93043,7001
36.86761,6.9843,1401
36.8445,6.94165,1401
36.76094,7.30673,1129
36.749,6.25613,7001
36.87972,6.94571,7001
36.74601,6.25018,7001
36.88035,6.94074,7001
36.7881,7.70535,1725
36.78872,7.70066,1725
30.82327,8.0316,36
30.40958,6.54445,1791
30.47169,6.47382,1791
30.47228,6.46959,1791
30.47448,6.4787,1791
30.47508,6.47446,1791
30.47568,6.47023,1791
30.47847,6.4751,1791
30.47907,6.47087,1791
30.25394,8.0849,36
30.47359,7.02527,36
30.87834,5.64356,36
30.89672,5.58606,36
30.83715,6.55924,1791
30.83788,6.55799,1791
30.61145,8.26048,36
30.97805,5.76195,36
30.66288,8.10281,36
30.82717,8.02828,36
31.18677,6.78551,36
31.18955,6.7904,36
31.00941,8.17105,36
31.01331,8.16773,36
31.01393,8.16373,36
31.05453,8.03157,36
31.05392,8.03558,36
31.05762,8.03476,36
31.36123,6.05351,1315
31.40394,5.974,1315
31.40454,5.96948,1315
31.40742,5.97463,1315
31.39694,6.93099,36
31.39634,6.93521,36
31.59045,5.95773,1315
31.23515,8.56111,36
31.6333,5.98432,1315
31.63391,5.97979,1315
31.62642,6.06167,1315
31.646,5.99596,1315
31.64662,5.99142,1315
31.75119,5.22828,1315
31.66174,6.06366,1315
31.66236,6.05916,1315
31.66297,6.05465,1315
31.66359,6.05015,1315
31.66644,6.05532,1315
31.66706,6.05081,1315
31.66518,6.04811,1315
31.66338,6.06164,1315
31.66398,6.05713,1315
31.66458,6.05262,1315
31.66685,6.06231,1315
31.66746,6.0578,1315
31.66805,6.05329,1315
31.6762,6.04555,1315
31.70567,5.95799,1315
31.8478,5.05647,1315
31.7555,6.14339,1315
31.78562,6.06385,1315
31.78909,6.06451,1315
31.79726,6.05675,1315
31.80074,6.05739,1315
31.94075,4.99862,1315
32.27726,3.98657,1821
32.40253,4.00217,1821
32.40188,4.00782,1821
32.13662,6.47163,1642
32.55359,3.16856,1821
32.55762,3.16918,1821
32.55429,3.16748,1821
32.55833,3.16811,1821
32.74207,3.18253,1315
32.743,3.17406,1315
32.74611,3.18315,1315
32.75015,3.18377,1315
32.27135,7.18736,1795
32.37329,6.70542,1645
32.35617,6.97939,1645
32.35677,6.97507,1645
32.35895,6.98436,1645
32.83927,3.2381,1315
32.93058,3.23321,1315
32.93324,3.24655,1315
32.93462,3.23384,1315
32.94768,3.22723,1315
32.59825,6.64512,1645
33.06833,3.33068,1821
33.12387,3.31603,1821
33.12745,3.32085,1821
33.13854,3.3695,1821
29.26888,6.49058,1791
28.92164,9.74751,1796
29.68676,6.69893,36
29.69011,6.69957,36
29.69287,6.70431,36
29.69347,6.70021,36
27.41142,8.83939,1796
27.40812,8.8387,1796
28.11678,0.30556,1818
27.80049,0.46209,1818
27.79831,0.46026,1818
27.7038,9.17504,1796
27.74686,9.07658,1796
27.73622,9.18091,1796
27.74819,9.15062,1796
27.75151,9.15132,1796
27.76546,9.19121,1796
27.76479,9.19518,1796
27.72601,9.88016,36
27.9268,9.1055,1796
27.92551,9.25177,1796
28.12663,9.37473,1796
28.08046,9.78719,1796
28.08382,9.78791,1796
28.47857,7.50983,1819
28.56043,7.46505,1819
28.56102,7.46114,1819
28.57497,7.65682,1819
28.57826,7.65747,1819
28.46638,9.05918,1796
28.45002,9.13742,1796
28.57886,7.65357,1819
28.63915,7.61631,1819
28.54981,9.21513,1796
28.68647,7.19364,1819
28.63798,7.53562,1819
30.17836,7.68933,36
30.45052,2.96452,1821
29.70173,6.71443,36
29.69898,6.70969,36
28.52789,9.12031,1796
28.66069,7.91378,1819
28.46704,9.05523,1796
29.69563,6.70905,36
29.69742,6.69674,36
29.69682,6.70084,36
29.69622,6.70495,36
28.70413,8.94057,1819
28.65336,9.26907,1819
28.70907,9.03528,1819
28.6239,9.78541,1796
28.73385,9.15358,1819
28.63394,9.78761,1796
28.7355,9.79173,1796
28.7362,9.78767,1796
29.2582,6.49279,1791
29.26829,6.49468,1791
35.76797,-0.26538,1135
36.1314,1.23824,1344
36.12847,1.23733,1344
35.81435,-0.27191,1126
35.80899,-0.25382,1126
35.77127,-0.26501,1135
35.3119,-1.34577,1343
35.3125,-1.34427,1343
35.46235,-0.39654,1080
28.57748,7.65586,1819
28.44781,9.13848,1796
28.46316,9.05904,1796
28.52722,9.12264,1796
28.54821,9.21469,1796
28.652,9.27048,1819
28.73433,9.79161,1796
28.11127,9.38002,1796
28.08141,9.78788,1796
27.92475,9.25318,1796
27.72515,9.87985,36
28.73296,9.15467,1819
29.91754,6.78531,36
29.70084,6.71284,36
29.69525,6.70075,36
29.6967,6.70932,36
29.6877,6.69801,36
28.21307,-0.15791,1818
29.26714,6.49225,1791
28.68329,7.19712,1819
28.63712,7.61764,1819
28.55933,7.46428,1819
28.71098,9.03447,1819
30.17994,7.68968,36
28.70297,8.93949,1819
28.71465,8.94922,1819
30.47298,7.02768,36
31.01534,8.16296,36
31.05309,8.03516,36
31.05638,8.03446,36
30.83445,6.55921,1791
31.23117,8.56443,36
30.87569,5.6435,36
30.89467,5.58642,36
31.18756,6.79029,36
31.18685,6.78609,36
31.3931,6.94053,36
31.39574,6.93561,36
31.3572,6.05242,1315
31.53198,7.05653,36
31.40469,5.97694,1315
33.12386,3.31971,1821
33.12307,3.37681,1821
32.55383,3.17182,1821
32.40059,4.00495,1821
32.40242,4.00763,1821
32.27777,3.98891,1821
32.59802,6.64744,1645
32.52766,6.69349,1645
32.51309,6.70996,1645
32.35613,6.97882,1645
32.3568,6.98297,1645
31.93974,5.00159,1315
32.18235,6.45605,1795
31.96064,5.21677,1315
32.13469,6.47033,1642
31.84741,5.05674,1315
31.84797,6.05075,1315
31.78666,6.0653,1315
31.6885,5.84408,1315
31.66475,6.05112,1315
31.6655,6.0555,1315
31.58835,5.95928,1315
31.59177,5.95846,1315
31.63137,5.98127,1315
31.64734,5.99123,1315
31.65942,6.06147,1315
31.64392,5.99205,1315
31.64468,5.99645,1315
31.66133,6.05191,1315
31.66208,6.05629,1315
31.66283,6.06068,1315
30.61221,8.26315,36
30.66206,8.10436,36
35.80763,-0.25184,1126
36.79062,7.69291,1725
36.78859,7.70222,1725
36.74727,6.25857,1401
34.98098,5.71497,1834
36.29276,6.5117,7001
36.61908,2.81177,7001
35.20779,-0.58575,1078
36.13462,1.23874,1344
36.12815,1.23712,1344
36.13431,1.23747,1344
36.14429,2.9271,1416
36.17955,3.74872,1416
36.17982,3.74437,1416
36.08788,6.8068,1779
36.59852,3.13595,7001
36.63235,3.23069,1345
36.43347,6.62495,1129
36.7467,6.2596,1401
36.74721,6.25349,7001
35.09676,5.64798,1834
35.2663,2.18672,1841
35.87992,4.44786,7001
35.81464,-0.27106,1126
35.81423,-0.25725,1126
35.81023,-0.34689,1126
35.23275,8.16993,329
36.87822,6.94227,7001
36.12846,1.23843,1344
36.87026,6.98135,7001
36.76125,7.30937,1129
35.34861,5.76055,1832
35.88018,4.44399,7001
34.98447,5.71774,1834
31.40752,5.97871,1315
31.35998,6.05051,1315
31.36096,6.05364,1315
31.18934,6.78803,36
31.05607,8.03291,36
31.01744,8.16343,36
31.01353,8.16278,36
31.01289,8.1685,36
31.01377,8.16195,36
30.8261,8.03069,36
30.97857,5.76229,36
30.83668,6.55978,1791
30.66588,8.10422,36
33.06793,3.32986,1821
34.43945,2.05743,1840
32.55706,3.16693,1821
32.40465,4.00301,1821
32.40438,4.00651,1821
32.13825,6.47043,1642
32.27943,3.98511,1821
32.2762,3.98719,1821
31.96202,5.21423,1315
31.85084,6.04454,1315
31.85034,6.04977,1315
33.13166,3.31583,1821
33.12631,3.31532,1821
31.78971,6.06794,1315
31.78573,6.0621,1315
31.77233,6.0602,1315
31.7872,6.06552,1315
31.76934,6.06301,1315
31.85083,5.05507,1315
31.70675,5.95924,1315
32.94833,3.22644,1315
32.9534,3.2311,1315
32.95368,3.2271,1315
30.61168,8.26341,36
31.66354,6.0538,1315
33.07152,3.32966,1821
33.12603,3.31931,1821
31.94287,5.00124,1315
30.89794,5.58288,36
31.63438,5.98144,1315
31.6468,5.99371,1315
31.66251,6.06414,1315
31.64732,5.98847,1315
31.66302,6.05897,1315
31.66405,6.04865,1315
31.668,6.0545,1315
31.66851,6.04932,1315
31.75247,5.22797,1315
31.67796,6.04539,1315
31.70152,5.80806,1315
31.66563,6.0594,1315
31.66611,6.05422,1315
31.66659,6.04904,1315
31.74962,5.22677,1315
31.75432,5.22736,1315
31.80012,6.05355,1315
31.7902,6.06276,1315
32.94804,3.23046,1315
32.94861,3.22244,1315
32.93703,3.23336,1315
32.93167,3.23281,1315
32.93081,3.24484,1315
32.59795,6.64454,1645
32.84175,3.23812,1315
32.75105,3.18227,1315
32.74567,3.18173,1315
32.35989,6.97995,1645
32.35942,6.98465,1645
32.3561,6.97466,1645
32.55441,3.16887,1821
32.55468,3.16492,1821
31.59105,5.95938,1315
31.58705,5.95357,1315
31.39654,6.93907,36
31.39232,6.93843,36
31.40802,5.97351,1315
28.08149,9.78965,1796
28.07799,9.78904,1796
28.154,8.96952,1796
27.92656,9.253,1796
27.9276,9.10619,1796
27.72697,9.87683,36
27.72637,9.88118,36
27.76422,9.19428,1796
27.76588,9.19196,1796
27.74938,9.15148,1796
27.73792,9.18256,1796
27.74848,9.07568,1796
27.74786,9.08033,1796
27.73435,9.18196,1796
27.70278,9.17212,1796
27.41153,8.8367,1796
27.80218,0.46171,1818
30.2534,8.08741,36
30.25407,8.08177,36
30.4742,7.02417,36
30.22263,7.8016,36
30.18092,7.68587,36
29.70237,6.7121,36
29.70283,6.70769,36
29.69864,6.70709,36
29.69492,6.70207,36
29.6912,6.69706,36
29.68701,6.69645,36
29.2674,6.48995,1791
29.2669,6.49441,1791
29.25847,6.4932,1791
28.73838,9.78755,1796
28.73777,9.79204,1796
28.73352,9.15088,1819
28.63764,9.78603,1796
28.63413,9.78542,1796
28.63352,9.7899,1796
28.71165,9.03442,1819
28.71558,8.94588,1819
28.70524,8.93922,1819
28.65553,9.26851,1819
28.65193,9.26791,1819
28.54363,9.3814,1796
28.52848,9.12263,1796
28.65989,7.91049,1819
28.6516,7.68376,1819
28.46668,9.05795,1796
28.68402,7.19475,1819
28.44903,9.13772,1796
28.63681,7.53733,1819
28.57925,7.654,1819
28.56219,7.46036,1819
28.08208,9.78525,1796
36.14088,2.92775,7001
36.86681,6.95732,1401
36.86608,6.95846,1401
36.74969,6.25199,7001
36.74538,6.25288,7001
36.42957,6.62073,1129
36.63015,3.2315,1345
36.1781,3.74861,1416
35.8771,4.44632,7001
32.74755,3.18156,1315
32.83614,3.23784,1315
32.9356,3.23351,1315
35.77101,-0.2678,1135
33.12228,3.31466,1821
35.77018,-0.26445,1135
31.84881,5.05056,1315
31.94065,4.99967,1315
31.93802,4.99944,1315
32.27793,3.98663,1821
32.55574,3.16771,1821
32.55779,3.16609,1821
32.39919,4.00237,1821
32.40567,4.0048,1821
35.3101,-1.34434,1343
35.45836,-0.39813,1080
34.98069,5.71522,1834
34.97922,5.71543,1834
36.12823,1.23962,1344
36.12718,1.24356,7001
36.12976,1.24069,1344
36.12872,1.24469,7001
35.81364,-0.26961,1126
35.80941,-0.25244,1126
35.80691,-0.2423,1126
35.80213,-0.24432,1126
35.80614,-0.34581,1126
35.80446,-0.33899,1126
33.12836,3.31726,1821
28.11617,0.30516,1818
27.79637,0.46023,1818
28.68554,7.19417,1819
27.41045,8.8392,1796
28.44806,9.13876,1796
28.46498,9.05928,1796
28.73525,9.78876,1796
28.6504,9.26954,1819
28.65245,9.26721,1819
28.70813,9.0365,1819
28.70173,8.93915,1819
28.57529,7.6574,1819
28.56201,7.46475,1819
28.6372,7.61771,1819
28.63457,7.5394,1819
28.68377,7.19707,1819
29.2663,6.49303,1791
30.83546,6.56277,1791
29.68642,6.69936,36
29.69902,6.71597,36
29.69801,6.71123,36
29.697,6.70648,36
29.69599,6.70174,36
30.05148,7.97413,36
30.05283,7.97426,36
30.66193,8.10403,36
31.63251,5.98455,1315
31.63146,5.9797,1315
31.65873,6.06381,1315
31.64421,5.99658,1315
31.66196,6.05783,1315
31.66093,6.05303,1315
30.47365,7.0268,36
31.00976,8.17508,36
31.01524,8.16172,36
31.05576,8.03602,36
31.05537,8.03482,36
31.11263,8.20018,36
31.23147,8.56476,36
32.51393,6.7124,1645
30.87495,5.644,36
30.87716,5.64639,36
30.87601,5.6412,36
30.89667,5.58505,36
31.18678,6.79174,36
31.18585,6.78729,36
30.97825,5.76489,36
31.39777,6.93477,36
31.35746,6.0537,1315
32.40326,4.00421,1821
32.39855,4.00561,1821
32.40337,4.0048,1821
32.39866,4.00621,1821
32.59833,6.64879,1645
32.52658,6.69053,1645
31.663,6.06265,1315
31.93813,4.9992,1315
31.64744,5.99048,1315
31.66623,6.05665,1315
31.6652,6.05184,1315
31.70523,5.96316,1315
31.78749,6.06471,1315
31.79921,6.05622,1315
31.74856,5.22776,1315
32.13423,6.4738,1642
31.84478,5.05421,1315
32.35733,6.98322,1645
32.35648,6.97904,1645
31.40518,5.97769,1315
31.40415,5.97276,1315
31.405,5.97473,1315
31.52985,5.95656,1315
31.58984,5.95978,1315
32.5532,3.16876,1821
35.34692,5.76314,1832
32.55399,3.17207,1821
36.7472,6.25718,7001
35.80736,-0.34213,1126
32.40396,4.0109,1821
32.39674,4.01132,1821
32.39875,4.01497,1821
32.39854,4.0065,1821
35.80692,-0.33828,1126
36.79019,7.70064,1725
36.79073,7.6912,1725
36.79316,7.70148,7001
36.79364,7.69208,1725
36.86915,6.97942,7001
36.08657,6.80444,1779
35.23236,8.16996,329
35.34834,5.75882,1832
34.98112,5.71073,1834
34.98207,5.71495,1834
36.87679,6.94273,7001
36.18327,3.74556,1416
36.43089,6.62104,1129
36.62958,3.22894,1345
36.74697,6.25787,7001
36.74722,6.25218,7001
36.7478,6.24682,1401
36.74759,6.2524,7001
36.76554,7.30857,1129
36.78992,7.70535,1725
31.40582,5.97421,1315
31.40614,5.96913,1315
31.36563,6.04593,1315
31.35942,6.05034,1315
31.19021,6.78527,36
31.18991,6.78973,36
31.05894,8.03424,36
31.05921,8.03054,36
31.059,8.03246,36
31.05871,8.03616,36
31.01702,8.16195,36
31.01097,8.1721,36
33.12841,3.31727,1821
33.12916,3.31161,1821
33.12888,3.3193,1821
32.95182,3.22466,1315
32.95207,3.21691,1315
32.95158,3.23238,1315
32.60151,6.64538,1645
32.55938,3.1621,1821
32.55916,3.16963,1821
32.5602,3.16238,1821
32.55994,3.1699,1821
32.35836,6.98132,1645
32.35865,6.97683,1645
32.40444,4.00168,1821
32.28102,3.98275,1821
32.13939,6.46775,1642
31.94202,4.99693,1315
31.84894,6.04603,1315
31.84865,6.05109,1315
31.80301,6.05467,1315
31.79708,6.05421,1315
31.79054,6.06373,1315
31.84719,5.05161,1315
31.75622,6.1409,1315
31.75064,5.22704,1315
31.75091,5.22145,1315
31.75229,5.22422,1315
31.75199,5.22977,1315
31.70977,5.9614,1315
31.66865,6.04935,1315
31.66836,6.05436,1315
31.66274,6.04866,1315
31.66245,6.05362,1315
31.66215,6.05863,1315
31.64844,5.98678,1315
31.64815,5.99187,1315
31.63683,5.98071,1315
31.63712,5.97563,1315
31.63357,5.97781,1315
31.63325,5.98287,1315
31.59288,5.9585,1315
31.58722,5.953,1315
31.35555,8.03155,36
31.35526,8.03532,36
31.3969,6.93044,36
31.3966,6.93485,36
31.40954,5.97196,1315
31.40926,5.97701,1315
31.4036,5.97144,1315
31.23086,8.56147,36
31.23272,8.56136,36
28.63816,9.78445,1796
28.73362,9.15227,1819
28.73376,9.15286,1819
28.73523,9.78753,1796
28.73981,9.78816,1796
29.27065,6.49204,1791
29.26817,6.4905,1791
29.68848,6.69838,36
29.69375,6.70322,36
29.69408,6.69893,36
29.6869,6.6971,36
28.64085,7.61601,1819
28.68699,7.19372,1819
28.65096,7.68286,1819
28.68421,7.19184,1819
28.52869,9.1197,1796
28.65117,7.6856,1819
28.65542,9.26595,1819
28.70536,8.93796,1819
28.71448,8.94511,1819
28.63358,9.78386,1796
28.71086,9.0357,1819
27.41243,8.83938,1796
27.70484,9.17427,1796
27.73783,9.17801,1796
27.75004,9.15104,1796
27.76495,9.1928,1796
27.7667,9.1947,1796
27.72841,9.87713,36
27.92923,9.10737,1796
27.92499,9.25058,1796
28.15552,8.96763,1796
28.08072,9.78739,1796
28.08526,9.78801,1796
28.13087,9.37513,1796
28.46951,7.50711,1819
28.55913,7.51688,1819
28.56386,7.46156,1819
28.56299,7.46319,1819
28.56329,7.45946,1819
30.98117,5.7595,36
30.90087,5.58098,36
30.83758,6.55555,1791
30.8373,6.5601,1791
30.89914,5.58536,36
30.83574,6.55844,1791
30.87754,5.6411,36
30.66731,8.10299,36
30.61336,8.26001,36
30.61309,8.26353,36
30.61104,8.263,36
30.61133,8.2595,36
30.47495,7.02304,36
30.47465,7.02723,36
30.39139,7.90609,36
30.25576,8.08227,36
30.25548,8.08576,36
30.18089,7.68672,36
29.70312,6.70737,36
29.70282,6.71166,36
29.69812,6.69822,36
29.69782,6.70251,36
29.69752,6.70681,36
29.69251,6.69767,36
28.60055,7.258,1819
28.44963,9.137,1796
