nearest_lon,nearest_lat,latitude,longitude,bright_ti4,scan,track,acq_time,version,bright_ti5,frp,type,nearest_lon,nearest_lat,distance_deg
,,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,count
-1.7738681789998552,34.56023082700031,34.57698,-1.76883,332.57,0.45,0.63,1215.0,2.0,288.46,3.03,0.0,-1.7738681789998552,34.56023082700031,1
-1.7738681789998552,34.860230827000315,34.85986,-1.75671,301.445,0.48,0.4,211.0,2.0,288.90999999999997,0.6799999999999999,0.0,-1.7738681789998552,34.860230827000315,2
-1.7238681789998545,34.76023082700031,34.77147,-1.70178,336.57,0.5,0.41,1247.0,2.0,299.67,3.5,0.0,-1.7238681789998545,34.76023082700031,1
-1.7238681789998545,35.11023082700032,35.09107666666667,-1.72943,353.5,0.7166666666666667,0.75,1410.0,2.0,291.0833333333333,16.653333333333332,0.0,-1.7238681789998545,35.11023082700032,3
-1.6738681789998535,23.81023082700016,23.81035,-1.67702,299.29,0.39,0.36,143.0,2.0,280.51,0.52,0.0,-1.6738681789998535,23.81023082700016,1
-1.6738681789998535,34.61023082700031,34.62424,-1.65646,325.22,0.38,0.59,1352.0,2.0,282.47,2.11,0.0,-1.6738681789998535,34.61023082700031,1
-1.6738681789998535,35.06023082700032,35.05954,-1.65551,296.6,0.4,0.37,146.0,2.0,275.7,0.99,0.0,-1.6738681789998535,35.06023082700032,1
-1.623868178999853,34.91023082700032,34.91815666666667,-1.62948,307.22333333333336,0.45,0.3866666666666667,557.0,2.0,286.7133333333333,0.6866666666666666,0.0,-1.623868178999853,34.91023082700032,3
-1.5738681789998523,34.91023082700032,34.92482,-1.59198,298.98,0.44,0.39,142.0,2.0,286.72,0.51,0.0,-1.5738681789998523,34.91023082700032,1
-1.5238681789998516,34.71023082700032,34.7301,-1.54577,344.84,0.39,0.36,1303.0,2.0,310.22,7.54,0.0,-1.5238681789998516,34.71023082700032,1
-1.5238681789998516,34.81023082700031,34.81846,-1.53958,340.63,0.52,0.41,1324.0,2.0,293.31,9.69,0.0,-1.5238681789998516,34.81023082700031,1
-1.5238681789998516,34.860230827000315,34.83904,-1.5287,336.68,0.35,0.57,1222.0,2.0,301.29,2.5,0.0,-1.5238681789998516,34.860230827000315,1
-1.5238681789998516,34.91023082700032,34.92911,-1.534,342.46,0.44,0.46,1334.0,2.0,307.43,1.77,0.0,-1.5238681789998516,34.91023082700032,1
-1.5238681789998516,35.06023082700032,35.05229,-1.500635,349.565,0.34,0.56,1223.0,2.0,308.69,3.95,0.0,-1.5238681789998516,35.06023082700032,2
-1.473868178999851,34.96023082700032,34.97324,-1.46536,337.91,0.46,0.47,1235.0,2.0,307.52,1.86,0.0,-1.473868178999851,34.96023082700032,1
-1.4238681789998502,35.06023082700032,35.06976,-1.42253,296.25,0.43,0.38,205.0,2.0,283.19,0.42,0.0,-1.4238681789998502,35.06023082700032,1
-1.3738681789998497,34.860230827000315,34.86016,-1.37439,337.17,0.43,0.46,1331.0,2.0,287.63,3.18,0.0,-1.3738681789998497,34.860230827000315,1
-1.3738681789998497,35.16023082700032,35.15459,-1.3878300000000001,340.06,0.49,0.65,1357.0,2.0,307.255,2.105,0.0,-1.3738681789998497,35.16023082700032,2
-1.3738681789998497,35.26023082700032,35.274860000000004,-1.36348,337.985,0.485,0.53,1253.0,2.0,297.88,3.865,0.0,-1.3738681789998497,35.26023082700032,2
-1.3738681789998497,35.310230827000325,35.31328,-1.3491333333333333,299.3866666666667,0.6633333333333332,0.73,52.666666666666664,2.0,285.19666666666666,0.9666666666666667,1.3333333333333333,-1.3738681789998497,35.310230827000325,3
-1.3238681789998488,34.91023082700032,34.89267,-1.29977,303.75,0.61,0.53,117.0,2.0,289.35,1.08,0.0,-1.3238681789998488,34.91023082700032,1
-1.3238681789998488,35.26023082700032,35.26777,-1.34808,348.59,0.58,0.7,1206.0,2.0,300.41,6.12,0.0,-1.3238681789998488,35.26023082700032,1
-1.3238681789998488,35.310230827000325,35.31213235897436,-1.3442213333333333,302.75169230769234,0.46543589743589747,0.5029743589743589,184.64615384615385,2.0,286.1894358974359,0.9226153846153846,1.958974358974359,-1.3238681789998488,35.310230827000325,195
-1.273868178999848,34.91023082700032,34.899255,-1.272085,339.91999999999996,0.51,0.54,1357.0,2.0,294.665,6.93,0.0,-1.273868178999848,34.91023082700032,2
-1.273868178999848,34.96023082700032,34.9435,-1.29791,305.88,0.37,0.58,110.0,2.0,281.29,0.82,0.0,-1.273868178999848,34.96023082700032,1
-1.2238681789998471,34.96023082700032,34.95646,-1.20909,335.62,0.47,0.4,1249.0,2.0,296.45,3.29,0.0,-1.2238681789998471,34.96023082700032,1
-1.2238681789998471,35.46023082700032,35.45744,-1.22162,330.52,0.42,0.37,1253.0,2.0,294.26,1.93,0.0,-1.2238681789998471,35.46023082700032,1
-1.123868178999846,34.81023082700031,34.8215,-1.10768,350.64,0.39,0.36,1303.0,2.0,313.145,22.59,0.0,-1.123868178999846,34.81023082700031,2
-1.123868178999846,35.36023082700032,35.37025,-1.12167,335.515,0.41,0.37,1253.0,2.0,304.79,2.18,0.0,-1.123868178999846,35.36023082700032,2
-1.123868178999846,35.51023082700033,35.51065,-1.10403,341.58,0.45,0.47,1331.0,2.0,295.75,4.99,0.0,-1.123868178999846,35.51023082700033,1
-1.0738681789998452,35.51023082700033,35.51541,-1.09409,346.04,0.58,0.52,1341.0,2.0,312.68,37.37,0.0,-1.0738681789998452,35.51023082700033,1
-1.0238681789998445,32.46023082700028,32.4801,-1.00504,300.95,0.39,0.36,149.0,2.0,281.66,0.87,0.0,-1.0238681789998445,32.46023082700028,1
-0.9738681789998438,35.61023082700032,35.616245,-0.986745,346.8,0.65,0.73,1405.0,2.0,294.575,8.825,0.0,-0.9738681789998438,35.61023082700032,2
-0.9238681789998432,34.66023082700031,34.6677,-0.91637,337.6,0.44,0.46,1235.0,2.0,298.7,4.63,0.0,-0.9238681789998432,34.66023082700031,1
-0.9238681789998432,34.71023082700032,34.72264,-0.94443,338.87,0.44,0.46,1234.0,2.0,293.17,3.67,0.0,-0.9238681789998432,34.71023082700032,1
-0.9238681789998432,34.96023082700032,34.94699,-0.941615,308.90999999999997,0.565,0.605,185.0,2.0,283.14,1.145,0.0,-0.9238681789998432,34.96023082700032,2
-0.9238681789998432,35.560230827000325,35.56694221198157,-0.938423732718894,306.545668202765,0.44723502304147467,0.4437327188940092,248.6267281105991,2.0,287.6314746543779,1.0629953917050692,1.935483870967742,-0.9238681789998432,35.560230827000325,217
-0.8738681789998424,34.860230827000315,34.86406,-0.89872,332.39,0.46,0.39,1249.0,2.0,280.04,3.48,0.0,-0.8738681789998424,34.860230827000315,1
-0.8738681789998424,35.01023082700031,35.01722,-0.88762,336.04,0.39,0.59,1216.0,2.0,301.54,1.27,0.0,-0.8738681789998424,35.01023082700031,1
-0.8738681789998424,35.560230827000325,35.55917,-0.86551,328.9,0.42,0.45,1237.0,2.0,298.72,3.22,0.0,-0.8738681789998424,35.560230827000325,1
-0.773868178999841,35.46023082700032,35.45266,-0.7897,299.09,0.49,0.4,135.0,2.0,282.83,0.73,0.0,-0.773868178999841,35.46023082700032,1
-0.773868178999841,35.61023082700032,35.6147,-0.76398,336.48,0.39,0.44,1325.0,2.0,302.48,1.62,0.0,-0.773868178999841,35.61023082700032,1
-0.773868178999841,35.71023082700033,35.73644,-0.76182,330.03,0.43,0.46,1235.0,2.0,298.02,2.53,0.0,-0.773868178999841,35.71023082700033,1
-0.7238681789998402,34.46023082700031,34.43621,-0.7316,342.68,0.32,0.55,1223.0,2.0,314.35,5.81,0.0,-0.7238681789998402,34.46023082700031,1
-0.7238681789998402,35.21023082700032,35.21134,-0.74016,298.58,0.39,0.36,148.0,2.0,274.86,0.66,0.0,-0.7238681789998402,35.21023082700032,1
-0.7238681789998402,35.51023082700033,35.521173999999995,-0.707608,306.614,0.49400000000000005,0.5599999999999999,212.6,2.0,288.962,1.568,0.0,-0.7238681789998402,35.51023082700033,5
-0.7238681789998402,35.71023082700033,35.721379999999996,-0.70451,302.205,0.39,0.36,146.0,2.0,284.145,0.48,1.5,-0.7238681789998402,35.71023082700033,2
-0.6738681789998395,35.06023082700032,35.06163,-0.6670128571428572,304.7528571428571,0.44571428571428573,0.5557142857142857,120.71428571428571,2.0,284.82428571428574,1.1500000000000001,0.0,-0.6738681789998395,35.06023082700032,7
-0.6738681789998395,35.51023082700033,35.52451,-0.67229,299.83,0.48,0.4,134.0,2.0,288.11,0.26,0.0,-0.6738681789998395,35.51023082700033,1
-0.6738681789998395,35.61023082700032,35.61139,-0.6727000000000001,337.405,0.41000000000000003,0.375,1253.0,2.0,295.6,6.795,0.0,-0.6738681789998395,35.61023082700032,2
-0.6238681789998388,27.210230827000206,27.22260857142857,-0.6415214285714285,341.4685714285714,0.58,0.52,1235.0,2.0,324.57000000000005,3.8414285714285716,0.0,-0.6238681789998388,27.210230827000206,7
-0.6238681789998388,35.660230827000326,35.649145000000004,-0.615445,333.795,0.38,0.47,1235.0,2.0,297.77,1.835,0.0,-0.6238681789998388,35.660230827000326,2
-0.5738681789998381,34.76023082700031,34.7615,-0.59365,296.61,0.41,0.37,201.0,2.0,280.26,0.36,0.0,-0.5738681789998381,34.76023082700031,1
-0.5738681789998381,35.21023082700032,35.204906666666666,-0.5834233333333333,313.84999999999997,0.5266666666666667,0.6033333333333334,541.3333333333334,2.0,286.04,1.97,0.0,-0.5738681789998381,35.21023082700032,3
-0.5738681789998381,35.51023082700033,35.510575555555555,-0.5919311111111111,300.64444444444445,0.41333333333333333,0.37222222222222223,151.55555555555554,2.0,287.01,0.5355555555555556,0.2222222222222222,-0.5738681789998381,35.51023082700033,9
-0.5738681789998381,35.660230827000326,35.63588333333333,-0.57587,300.61999999999995,0.4366666666666667,0.3866666666666667,139.33333333333334,2.0,288.0233333333333,0.52,0.0,-0.5738681789998381,35.660230827000326,3
-0.5238681789998374,27.060230827000204,27.059865000000002,-0.521605,343.095,0.39,0.4,1278.5,2.0,305.4,4.279999999999999,0.0,-0.5238681789998374,27.060230827000204,2
-0.5238681789998374,28.21023082700022,28.200367650273222,-0.5176266120218579,312.550218579235,0.46092896174863385,0.4938251366120219,292.62841530054646,2.0,293.6315300546448,1.2948087431693989,0.0,-0.5238681789998374,28.210230827000217,183
-0.5238681789998374,35.71023082700033,35.72882,-0.53108,335.44,0.4,0.44,1326.0,2.0,308.2,1.85,0.0,-0.5238681789998374,35.71023082700033,1
-0.4738681789998367,35.51023082700033,35.51456,-0.45284,328.98,0.4,0.37,1253.0,2.0,294.39,2.27,0.0,-0.4738681789998367,35.51023082700033,1
-0.4738681789998367,35.61023082700032,35.59367,-0.45678,306.51,0.54,0.42,211.0,2.0,284.01,1.33,0.0,-0.4738681789998367,35.61023082700032,1
-0.4738681789998367,35.660230827000326,35.644975,-0.47572,320.595,0.42,0.37,141.0,2.0,291.865,2.0,0.0,-0.4738681789998367,35.660230827000326,2
-0.4738681789998367,35.71023082700033,35.69924,-0.45388,338.6,0.39,0.44,1236.0,2.0,310.29,1.8,0.0,-0.4738681789998367,35.71023082700033,1
-0.423868178999836,27.910230827000216,27.89084,-0.42286,340.71,0.49,0.41,1323.0,2.0,313.0,5.26,0.0,-0.423868178999836,27.910230827000216,1
-0.423868178999836,35.46023082700032,35.460277142857144,-0.39932999999999996,299.03285714285715,0.5914285714285714,0.6485714285714286,243.14285714285714,2.0,281.57714285714286,1.167142857142857,1.7142857142857142,-0.423868178999836,35.46023082700032,7
-0.423868178999836,35.71023082700033,35.73513,-0.41135,334.11,0.38,0.36,1300.0,2.0,302.32,1.59,0.0,-0.423868178999836,35.71023082700033,1
-0.3738681789998352,34.56023082700031,34.56039,-0.36881,339.31,0.5,0.41,1321.0,2.0,307.33,2.97,0.0,-0.3738681789998352,34.56023082700031,1
-0.3738681789998352,35.46023082700032,35.460106762295084,-0.3958934016393442,305.71807377049186,0.45094262295081966,0.4760655737704918,200.52459016393442,2.0,285.9886475409836,1.2899590163934427,2.0,-0.3738681789998352,35.46023082700032,244
-0.3738681789998352,35.71023082700033,35.73451,-0.39518,309.3,0.39,0.36,154.0,2.0,286.29,0.8,0.0,-0.3738681789998352,35.71023082700033,1
-0.3738681789998352,35.810230827000325,35.81892222222222,-0.35547555555555554,305.9377777777778,0.5166666666666667,0.6666666666666666,171.88888888888889,2.0,286.65222222222224,1.721111111111111,0.0,-0.3738681789998352,35.810230827000325,9
-0.3738681789998352,35.86023082700033,35.84175,-0.36394,321.73,0.455,0.55,719.0,2.0,295.92,3.6750000000000003,0.0,-0.3738681789998352,35.86023082700033,2
-0.3238681789998345,27.76023082700021,27.78105,-0.308,306.82,0.4,0.37,150.0,2.0,291.86,0.65,0.0,-0.3238681789998345,27.76023082700021,1
-0.3238681789998345,27.81023082700021,27.81098,-0.34027,309.82,0.39,0.44,123.0,2.0,289.82,1.06,0.0,-0.3238681789998345,27.81023082700021,1
-0.3238681789998345,27.860230827000212,27.837761666666665,-0.30478500000000003,316.24,0.4483333333333333,0.4633333333333334,119.16666666666667,2.0,292.43666666666667,1.9666666666666668,0.0,-0.3238681789998345,27.860230827000212,6
-0.3238681789998345,33.460230827000295,33.47539093023256,-0.34475232558139535,300.5053488372093,0.4427906976744186,0.4672093023255814,160.2093023255814,2.0,280.226511627907,1.1425581395348838,1.7674418604651163,-0.3238681789998345,33.460230827000295,43
-0.3238681789998345,35.76023082700033,35.77246,-0.34053,338.82,0.38,0.59,1345.0,2.0,296.76,1.91,0.0,-0.3238681789998345,35.76023082700033,1
-0.3238681789998345,35.810230827000325,35.8170661728395,-0.33155604938271604,312.90540123456793,0.46265432098765435,0.49706790123456795,374.6882716049383,2.0,290.1355555555555,1.9785493827160492,1.9074074074074074,-0.3238681789998345,35.810230827000325,324
-0.2738681789998338,27.910230827000216,27.91645,-0.27538666666666667,304.7616666666667,0.44,0.53,219.33333333333334,2.0,288.855,0.765,0.0,-0.2738681789998338,27.910230827000216,6
-0.2738681789998338,35.51023082700033,35.530306933333335,-0.2773352888888889,302.46084444444443,0.43942222222222227,0.44022222222222224,187.96,2.0,286.72675555555554,0.9417777777777778,1.9111111111111112,-0.2738681789998338,35.51023082700033,225
-0.2738681789998338,35.61023082700032,35.62545666666667,-0.26311999999999997,300.72,0.41333333333333333,0.42333333333333334,160.0,2.0,281.54333333333335,0.6733333333333333,0.0,-0.2738681789998338,35.61023082700032,3
-0.2738681789998338,35.76023082700033,35.76979807829182,-0.2642725266903915,304.1954804270462,0.4479359430604982,0.4688967971530249,203.27046263345196,2.0,288.5080427046263,1.5322419928825624,1.7508896797153024,-0.2738681789998338,35.76023082700033,281
-0.2738681789998338,35.810230827000325,35.81045879223301,-0.25460783300970874,321.02861747572814,0.48422524271844664,0.5258446601941748,381.5188349514563,2.0,289.5595262135922,4.01088932038835,2.1448543689320387,-0.2738681789998338,35.810230827000325,2575
-0.2238681789998331,33.110230827000294,33.09658,-0.20642,297.24,0.44,0.38,136.0,2.0,270.49,0.65,0.0,-0.2238681789998331,33.110230827000294,1
-0.2238681789998331,35.21023082700032,35.21357,-0.24314,308.05,0.39,0.36,154.0,2.0,296.84,1.35,0.0,-0.2238681789998331,35.21023082700032,1
-0.2238681789998331,35.51023082700033,35.5052425,-0.20555,303.5075,0.59,0.635,70.25,2.0,287.0625,1.1775,0.0,-0.2238681789998331,35.51023082700033,4
-0.2238681789998331,35.76023082700033,35.80361121212121,-0.21513060606060605,305.9330303030303,0.4557575757575758,0.4984848484848485,201.15151515151516,2.0,287.48878787878783,2.015151515151515,1.3333333333333333,-0.2238681789998331,35.76023082700033,33
-0.1738681789998324,27.51023082700021,27.53225,-0.15298,309.37,0.38,0.36,143.0,2.0,298.88,0.6,0.0,-0.1738681789998324,27.51023082700021,1
-0.1738681789998324,28.21023082700022,28.212981707317073,-0.15948878048780488,309.9608536585366,0.454390243902439,0.5028048780487805,239.82926829268294,2.0,287.1353658536585,1.451707317073171,1.2195121951219512,-0.1738681789998324,28.21023082700022,82
-0.1738681789998324,33.5602308270003,33.5727,-0.1909,306.9,0.51,0.41,129.0,2.0,291.55,1.27,0.0,-0.1738681789998324,33.5602308270003,1
-0.1738681789998324,35.01023082700031,35.02346,-0.16799,298.49,0.39,0.36,155.0,2.0,274.63,0.5,0.0,-0.1738681789998324,35.01023082700031,1
-0.1738681789998324,35.61023082700032,35.61981333333333,-0.16884,338.5566666666667,0.3566666666666667,0.49333333333333335,1228.6666666666667,2.0,301.52333333333337,2.8066666666666666,0.0,-0.1738681789998324,35.61023082700032,3
-0.1738681789998324,35.76023082700033,35.7989033557047,-0.1827546979865772,308.7694630872483,0.4611409395973154,0.5048322147651007,267.6241610738255,2.0,288.1441610738255,1.809731543624161,2.0268456375838926,-0.1738681789998324,35.76023082700033,149
-0.1238681789998317,27.36023082700021,27.370565,-0.140445,310.84000000000003,0.52,0.41,124.0,2.0,297.695,0.91,0.0,-0.1238681789998317,27.36023082700021,2
-0.073868178999831,27.310230827000208,27.31775,-0.06743,345.05,0.46,0.39,1251.0,2.0,304.37,4.9,0.0,-0.073868178999831,27.310230827000208,1
-0.073868178999831,27.51023082700021,27.51189,-0.05547,350.26,0.55,0.51,1233.0,2.0,309.95,5.37,0.0,-0.073868178999831,27.51023082700021,1
-0.073868178999831,28.26023082700022,28.245195,-0.08581500000000002,346.33500000000004,0.3566666666666667,0.57,1345.3333333333333,2.0,301.45666666666665,8.08,0.0,-0.073868178999831,28.260230827000225,6
-0.073868178999831,28.360230827000223,28.35733,-0.0735,336.72,0.51,0.66,1214.0,2.0,303.87,1.9,0.0,-0.073868178999831,28.360230827000223,1
-0.0238681789998302,27.310230827000208,27.29609,-0.0333125,362.985,0.52,0.67,1216.0,2.0,325.155,1.1675,0.0,-0.0238681789998302,27.310230827000208,4
-0.0238681789998302,27.56023082700021,27.552425,-0.01247,341.255,0.67,0.735,1207.0,2.0,298.39,7.91,0.0,-0.0238681789998302,27.56023082700021,2
-0.0238681789998302,28.26023082700022,28.250686666666667,-0.044169999999999994,302.37666666666667,0.33,0.55,106.33333333333333,2.0,283.24666666666667,0.6433333333333333,0.0,-0.023868178999830198,28.260230827000225,3
-0.0238681789998302,28.360230827000223,28.38283,-0.04427,356.27,0.52,0.42,1323.0,2.0,316.31,12.13,0.0,-0.0238681789998302,28.360230827000223,1
-0.0238681789998302,28.410230827000223,28.38665,-0.04484,352.92,0.52,0.42,1323.0,2.0,312.91,9.01,0.0,-0.0238681789998302,28.410230827000223,1
-0.0238681789998302,34.2102308270003,34.19902,-0.00575,345.38,0.61,0.54,1338.0,2.0,317.58500000000004,3.0,0.0,-0.0238681789998302,34.2102308270003,2
-0.0238681789998302,34.71023082700032,34.711095,-0.025349999999999998,318.425,0.4,0.445,678.5,2.0,293.08,0.985,0.0,-0.0238681789998302,34.71023082700032,2
-0.0238681789998302,35.76023082700033,35.7712775,-0.0081825,299.3225,0.435,0.47750000000000004,176.25,2.0,284.25750000000005,0.6224999999999999,0.0,-0.0238681789998302,35.76023082700033,4
0.0261318210001704,28.310230827000225,28.33069,0.02734,350.5,0.41,0.6,1221.0,2.0,314.99,4.02,0.0,0.0261318210001704,28.310230827000225,1
0.0261318210001704,35.76023082700033,35.74007,0.00923,333.82,0.34,0.56,1216.0,2.0,299.97,1.61,0.0,0.0261318210001704,35.76023082700033,1
0.0761318210001711,26.9102308270002,26.906366666666667,0.09006666666666667,321.04333333333335,0.48333333333333334,0.43,496.6666666666667,2.0,292.7366666666667,2.1966666666666668,0.0,0.0761318210001711,26.910230827000202,3
0.0761318210001711,28.010230827000218,28.03223,0.05581,308.12,0.42,0.45,118.0,2.0,297.78,0.78,0.0,0.0761318210001711,28.010230827000218,1
0.0761318210001711,28.06023082700022,28.03641,0.0564,312.87,0.42,0.45,118.0,2.0,297.84,1.08,0.0,0.0761318210001711,28.06023082700022,1
0.0761318210001711,28.360230827000223,28.34051,0.08873,349.31,0.44,0.46,1330.0,2.0,307.73,11.85,0.0,0.0761318210001711,28.360230827000223,1
0.0761318210001711,34.060230827000304,34.04139,0.08182,338.77,0.38,0.36,1302.0,2.0,309.28,1.67,0.0,0.0761318210001711,34.060230827000304,1
0.0761318210001711,34.81023082700031,34.806174999999996,0.088535,336.08000000000004,0.39,0.36,723.0,2.0,299.23,3.895,0.0,0.0761318210001711,34.81023082700031,2
0.0761318210001711,35.11023082700032,35.09232,0.09525,325.8,0.51,0.66,1203.0,2.0,293.93,3.3,0.0,0.0761318210001711,35.11023082700032,1
0.0761318210001711,35.16023082700032,35.18195,0.06211,300.23,0.5,0.49,116.0,2.0,284.14,0.53,0.0,0.0761318210001711,35.16023082700032,1
0.0761318210001711,35.810230827000325,35.80047,0.05892,342.41,0.39,0.44,1235.0,2.0,301.45,5.2,0.0,0.0761318210001711,35.810230827000325,1
0.1261318210001718,28.310230827000225,28.31569,0.10591,338.71,0.32,0.55,1227.0,2.0,308.14,2.55,0.0,0.1261318210001718,28.310230827000225,1
0.1261318210001718,35.310230827000325,35.32331,0.13184,305.7,0.39,0.36,152.0,2.0,288.91,0.68,0.0,0.1261318210001718,35.310230827000325,1
0.1261318210001718,35.91023082700033,35.91113,0.140465,317.955,0.6375,0.66,227.75,2.0,276.625,3.6825,0.0,0.1261318210001718,35.91023082700033,4
0.1261318210001718,36.01023082700033,36.019534,0.126492,312.442,0.43,0.395,155.1,2.0,294.178,1.434,3.0,0.1261318210001718,36.01023082700033,10
0.1761318210001725,28.660230827000227,28.664735,0.19821,335.675,0.46,0.39,1317.0,2.0,310.23,2.84,0.0,0.1761318210001725,28.660230827000227,2
0.2261318210001732,26.7102308270002,26.699806666666664,0.21220000000000003,338.02000000000004,0.53,0.5,1235.0,2.0,324.26500000000004,6.706666666666667,0.0,0.22613182100017318,26.7102308270002,6
0.2261318210001732,34.36023082700031,34.37079,0.24687,333.03,0.39,0.36,1254.0,2.0,293.84,3.6,0.0,0.2261318210001732,34.36023082700031,1
0.2261318210001732,36.06023082700033,36.08311,0.23186,337.06,0.42,0.38,1308.0,2.0,302.685,6.61,0.0,0.2261318210001732,36.06023082700033,2
0.2261318210001732,36.110230827000336,36.0898725,0.23659,338.6325,0.42,0.38,1308.0,2.0,303.715,6.612500000000001,0.0,0.2261318210001732,36.110230827000336,4
