longitude,latitude,tmax
3.2761318210002166,19.01023082700009,27.0
3.3261318210002173,19.01023082700009,27.0
3.376131821000218,19.01023082700009,27.0
3.4261318210002187,19.01023082700009,27.0
3.4761318210002194,19.01023082700009,27.0
3.52613182100022,19.01023082700009,27.0
3.576131821000221,19.01023082700009,27.0
3.226131821000216,19.06023082700009,
3.2761318210002166,19.06023082700009,27.0
3.3261318210002173,19.06023082700009,27.0
3.376131821000218,19.06023082700009,27.0
3.4261318210002187,19.06023082700009,27.0
3.4761318210002194,19.06023082700009,27.0
3.52613182100022,19.06023082700009,27.0
3.576131821000221,19.06023082700009,27.0
3.6261318210002216,19.06023082700009,27.75
3.6761318210002223,19.06023082700009,27.5
3.726131821000223,19.06023082700009,27.5
3.776131821000224,19.06023082700009,
3.826131821000224,19.06023082700009,
3.176131821000215,19.11023082700009,27.0
3.226131821000216,19.11023082700009,27.0
3.2761318210002166,19.11023082700009,27.0
3.3261318210002173,19.11023082700009,27.0
3.376131821000218,19.11023082700009,27.0
3.4261318210002187,19.11023082700009,27.0
3.4761318210002194,19.11023082700009,27.0
3.52613182100022,19.11023082700009,27.0
3.576131821000221,19.11023082700009,27.0
3.6261318210002216,19.11023082700009,27.0
3.6761318210002223,19.11023082700009,27.0
3.726131821000223,19.11023082700009,27.0
3.776131821000224,19.11023082700009,27.5
3.826131821000224,19.11023082700009,27.5
3.876131821000225,19.11023082700009,28.0
3.926131821000226,19.11023082700009,28.0
3.9761318210002266,19.11023082700009,28.0
4.026131821000227,19.11023082700009,28.0
4.076131821000228,19.11023082700009,28.0
3.1261318210002145,19.16023082700009,27.0
3.176131821000215,19.16023082700009,27.0
3.226131821000216,19.16023082700009,27.0
3.2761318210002166,19.16023082700009,27.0
3.3261318210002173,19.16023082700009,27.0
3.376131821000218,19.16023082700009,27.0
3.4261318210002187,19.16023082700009,27.0
3.4761318210002194,19.16023082700009,27.0
3.52613182100022,19.16023082700009,27.0
3.576131821000221,19.16023082700009,27.0
3.6261318210002216,19.16023082700009,27.0
3.6761318210002223,19.16023082700009,27.0
3.726131821000223,19.16023082700009,27.0
3.776131821000224,19.16023082700009,27.5
3.826131821000224,19.16023082700009,27.5
3.876131821000225,19.16023082700009,28.0
3.926131821000226,19.16023082700009,28.0
3.9761318210002266,19.16023082700009,28.0
4.026131821000227,19.16023082700009,28.0
4.076131821000228,19.16023082700009,28.0
4.126131821000229,19.16023082700009,28.0
4.176131821000229,19.16023082700009,
4.22613182100023,19.16023082700009,
4.276131821000231,19.16023082700009,
4.326131821000232,19.16023082700009,
3.176131821000215,19.210230827000093,27.0
3.226131821000216,19.210230827000093,27.0
3.2761318210002166,19.210230827000093,27.0
3.3261318210002173,19.210230827000093,27.0
3.376131821000218,19.210230827000093,27.0
3.4261318210002187,19.210230827000093,27.0
3.4761318210002194,19.210230827000093,27.0
3.52613182100022,19.210230827000093,27.0
3.576131821000221,19.210230827000093,27.0
3.6261318210002216,19.210230827000093,27.0
3.6761318210002223,19.210230827000093,27.0
3.726131821000223,19.210230827000093,27.0
3.776131821000224,19.210230827000093,27.0
3.826131821000224,19.210230827000093,27.0
3.876131821000225,19.210230827000093,27.0
3.926131821000226,19.210230827000093,27.75
3.9761318210002266,19.210230827000093,27.75
4.026131821000227,19.210230827000093,28.0
4.076131821000228,19.210230827000093,28.0
4.126131821000229,19.210230827000093,28.0
4.176131821000229,19.210230827000093,28.0
4.22613182100023,19.210230827000093,28.0
4.276131821000231,19.210230827000093,28.0
4.326131821000232,19.210230827000093,28.0
4.376131821000232,19.210230827000093,28.0
4.426131821000233,19.210230827000093,28.0
4.476131821000234,19.210230827000093,28.0
4.526131821000234,19.210230827000093,28.0
4.576131821000235,19.210230827000093,28.0
3.226131821000216,19.260230827000093,27.0
3.2761318210002166,19.260230827000093,27.0
3.3261318210002173,19.260230827000093,27.0
3.376131821000218,19.260230827000093,27.0
3.4261318210002187,19.260230827000093,27.0
3.4761318210002194,19.260230827000093,27.0
3.52613182100022,19.260230827000093,27.0
3.576131821000221,19.260230827000093,27.0
3.6261318210002216,19.260230827000093,27.0
3.6761318210002223,19.260230827000093,27.0
3.726131821000223,19.260230827000093,27.0
3.776131821000224,19.260230827000093,27.0
3.826131821000224,19.260230827000093,27.0
3.876131821000225,19.260230827000093,27.25
3.926131821000226,19.260230827000093,27.5
3.9761318210002266,19.260230827000093,27.5
4.026131821000227,19.260230827000093,27.75
4.076131821000228,19.260230827000093,27.75
4.126131821000229,19.260230827000093,28.0
4.176131821000229,19.260230827000093,27.75
4.22613182100023,19.260230827000093,27.75
4.276131821000231,19.260230827000093,28.0
4.326131821000232,19.260230827000093,28.0
4.376131821000232,19.260230827000093,28.0
4.426131821000233,19.260230827000093,28.0
4.476131821000234,19.260230827000093,28.0
4.526131821000234,19.260230827000093,28.0
4.576131821000235,19.260230827000093,28.0
4.626131821000236,19.260230827000093,28.0
4.6761318210002365,19.260230827000093,28.0
4.726131821000237,19.260230827000093,28.0
