latitude,longitude,tmax
19.01023082700009,3.2761318210002166,36.5
19.01023082700009,3.3261318210002173,36.5
19.01023082700009,3.376131821000218,36.5
19.01023082700009,3.4261318210002187,37.0
19.01023082700009,3.4761318210002194,37.0
19.01023082700009,3.52613182100022,37.25
19.01023082700009,3.576131821000221,37.25
19.06023082700009,3.226131821000216,33.0
19.06023082700009,3.2761318210002166,36.5
19.06023082700009,3.3261318210002173,36.5
19.06023082700009,3.376131821000218,36.5
19.06023082700009,3.4261318210002187,37.0
19.06023082700009,3.4761318210002194,37.0
19.06023082700009,3.52613182100022,37.25
19.06023082700009,3.576131821000221,37.25
19.06023082700009,3.6261318210002216,37.5
19.06023082700009,3.6761318210002223,37.375
19.06023082700009,3.726131821000223,37.375
19.06023082700009,3.776131821000224,33.0
19.06023082700009,3.826131821000224,33.0
19.11023082700009,3.176131821000215,37.0
19.11023082700009,3.226131821000216,37.0
19.11023082700009,3.2761318210002166,36.875
19.11023082700009,3.3261318210002173,36.875
19.11023082700009,3.376131821000218,37.0
19.11023082700009,3.4261318210002187,37.375
19.11023082700009,3.4761318210002194,37.375
19.11023082700009,3.52613182100022,37.25
19.11023082700009,3.576131821000221,37.25
19.11023082700009,3.6261318210002216,37.5
19.11023082700009,3.6761318210002223,37.5
19.11023082700009,3.726131821000223,37.5
19.11023082700009,3.776131821000224,37.5
19.11023082700009,3.826131821000224,37.5
19.11023082700009,3.876131821000225,37.5
19.11023082700009,3.926131821000226,37.375
19.11023082700009,3.9761318210002266,37.375
19.11023082700009,4.026131821000227,37.0
19.11023082700009,4.076131821000228,37.0
19.16023082700009,3.1261318210002145,37.0
19.16023082700009,3.176131821000215,37.0
19.16023082700009,3.226131821000216,37.0
19.16023082700009,3.2761318210002166,36.875
19.16023082700009,3.3261318210002173,36.875
19.16023082700009,3.376131821000218,37.0
19.16023082700009,3.4261318210002187,37.375
19.16023082700009,3.4761318210002194,37.375
19.16023082700009,3.52613182100022,37.25
19.16023082700009,3.576131821000221,37.25
19.16023082700009,3.6261318210002216,37.5
19.16023082700009,3.6761318210002223,37.5
19.16023082700009,3.726131821000223,37.5
19.16023082700009,3.776131821000224,37.5
19.16023082700009,3.826131821000224,37.5
19.16023082700009,3.876131821000225,37.5
19.16023082700009,3.926131821000226,37.375
19.16023082700009,3.9761318210002266,37.375
19.16023082700009,4.026131821000227,37.0
19.16023082700009,4.076131821000228,37.0
19.16023082700009,4.126131821000229,37.0
19.16023082700009,4.176131821000229,33.0
19.16023082700009,4.22613182100023,33.0
19.16023082700009,4.276131821000231,33.0
19.16023082700009,4.326131821000232,33.0
19.210230827000093,3.176131821000215,36.75
19.210230827000093,3.226131821000216,36.75
19.210230827000093,3.2761318210002166,36.5
19.210230827000093,3.3261318210002173,36.5
19.210230827000093,3.376131821000218,36.875
19.210230827000093,3.4261318210002187,37.0
19.210230827000093,3.4761318210002194,37.0
19.210230827000093,3.52613182100022,36.75
19.210230827000093,3.576131821000221,36.75
19.210230827000093,3.6261318210002216,36.5
19.210230827000093,3.6761318210002223,36.75
19.210230827000093,3.726131821000223,36.75
19.210230827000093,3.776131821000224,36.75
19.210230827000093,3.826131821000224,36.75
19.210230827000093,3.876131821000225,37.0
19.210230827000093,3.926131821000226,37.0
19.210230827000093,3.9761318210002266,37.0
19.210230827000093,4.026131821000227,37.0
19.210230827000093,4.076131821000228,37.0
19.210230827000093,4.126131821000229,37.0
19.210230827000093,4.176131821000229,37.0
19.210230827000093,4.22613182100023,37.0
19.210230827000093,4.276131821000231,37.0
19.210230827000093,4.326131821000232,37.0
19.210230827000093,4.376131821000232,37.0
19.210230827000093,4.426131821000233,37.0
19.210230827000093,4.476131821000234,37.0
19.210230827000093,4.526131821000234,37.0
19.210230827000093,4.576131821000235,37.0
19.260230827000093,3.226131821000216,37.0
19.260230827000093,3.2761318210002166,36.875
19.260230827000093,3.3261318210002173,36.875
19.260230827000093,3.376131821000218,37.0
19.260230827000093,3.4261318210002187,37.0
19.260230827000093,3.4761318210002194,37.0
19.260230827000093,3.52613182100022,37.0
19.260230827000093,3.576131821000221,37.0
19.260230827000093,3.6261318210002216,37.0
19.260230827000093,3.6761318210002223,36.75
19.260230827000093,3.726131821000223,36.75
19.260230827000093,3.776131821000224,36.75
19.260230827000093,3.826131821000224,36.75
19.260230827000093,3.876131821000225,37.125
19.260230827000093,3.926131821000226,37.0
19.260230827000093,3.9761318210002266,37.0
19.260230827000093,4.026131821000227,37.0
19.260230827000093,4.076131821000228,37.0
19.260230827000093,4.126131821000229,37.0
19.260230827000093,4.176131821000229,37.0
19.260230827000093,4.22613182100023,37.0
19.260230827000093,4.276131821000231,37.0
19.260230827000093,4.326131821000232,37.0
19.260230827000093,4.376131821000232,37.0
19.260230827000093,4.426131821000233,37.0
19.260230827000093,4.476131821000234,37.0
19.260230827000093,4.526131821000234,37.0
19.260230827000093,4.576131821000235,37.0
19.260230827000093,4.626131821000236,37.0
19.260230827000093,4.6761318210002365,37.0
19.260230827000093,4.726131821000237,37.0
19.260230827000093,4.776131821000238,37.0
19.260230827000093,4.826131821000239,37.0
19.31023082700009,3.226131821000216,37.0
19.31023082700009,3.2761318210002166,36.875
19.31023082700009,3.3261318210002173,36.875
19.31023082700009,3.376131821000218,37.0
19.31023082700009,3.4261318210002187,37.0
19.31023082700009,3.4761318210002194,37.0
19.31023082700009,3.52613182100022,37.0
19.31023082700009,3.576131821000221,37.0
19.31023082700009,3.6261318210002216,37.0
19.31023082700009,3.6761318210002223,36.75
19.31023082700009,3.726131821000223,36.75
19.31023082700009,3.776131821000224,36.75
19.31023082700009,3.826131821000224,36.75
19.31023082700009,3.876131821000225,37.125
19.31023082700009,3.926131821000226,37.0
19.31023082700009,3.9761318210002266,37.0
19.31023082700009,4.026131821000227,37.0
19.31023082700009,4.076131821000228,37.0
19.31023082700009,4.126131821000229,37.0
19.31023082700009,4.176131821000229,37.0
19.31023082700009,4.22613182100023,37.0
19.31023082700009,4.276131821000231,37.0
19.31023082700009,4.326131821000232,37.0
19.31023082700009,4.376131821000232,37.0
19.31023082700009,4.426131821000233,37.0
19.31023082700009,4.476131821000234,37.0
19.31023082700009,4.526131821000234,37.0
19.31023082700009,4.576131821000235,37.0
19.31023082700009,4.626131821000236,37.0
19.31023082700009,4.6761318210002365,37.0
19.31023082700009,4.726131821000237,37.0
19.31023082700009,4.776131821000238,37.0
19.31023082700009,4.826131821000239,37.0
19.31023082700009,4.876131821000239,37.0
19.31023082700009,4.92613182100024,37.25
19.31023082700009,4.976131821000241,37.25
19.31023082700009,5.0261318210002415,33.0
19.31023082700009,5.076131821000242,33.0
19.31023082700009,5.126131821000243,33.0
19.36023082700009,3.2761318210002166,37.0
19.36023082700009,3.3261318210002173,37.0
19.36023082700009,3.376131821000218,37.0
19.36023082700009,3.4261318210002187,37.0
19.36023082700009,3.4761318210002194,37.0
19.36023082700009,3.52613182100022,37.0
19.36023082700009,3.576131821000221,37.0
19.36023082700009,3.6261318210002216,37.25
19.36023082700009,3.6761318210002223,37.5
19.36023082700009,3.726131821000223,37.5
19.36023082700009,3.776131821000224,37.125
19.36023082700009,3.826131821000224,37.125
19.36023082700009,3.876131821000225,37.25
19.36023082700009,3.926131821000226,37.0
19.36023082700009,3.9761318210002266,37.0
19.36023082700009,4.026131821000227,37.0
19.36023082700009,4.076131821000228,37.0
19.36023082700009,4.126131821000229,37.0
19.36023082700009,4.176131821000229,37.0
19.36023082700009,4.22613182100023,37.0
19.36023082700009,4.276131821000231,37.0
19.36023082700009,4.326131821000232,37.0
19.36023082700009,4.376131821000232,37.0
19.36023082700009,4.426131821000233,37.0
19.36023082700009,4.476131821000234,37.0
19.36023082700009,4.526131821000234,37.0
19.36023082700009,4.576131821000235,37.0
19.36023082700009,4.626131821000236,37.0
19.36023082700009,4.6761318210002365,37.0
19.36023082700009,4.726131821000237,37.0
19.36023082700009,4.776131821000238,37.0
19.36023082700009,4.826131821000239,37.0
19.36023082700009,4.876131821000239,37.0
19.36023082700009,4.92613182100024,37.5
19.36023082700009,4.976131821000241,37.5
19.36023082700009,5.0261318210002415,37.5
19.36023082700009,5.076131821000242,37.5
19.36023082700009,5.126131821000243,37.5
19.36023082700009,5.176131821000244,37.5
19.36023082700009,5.226131821000244,37.5
19.36023082700009,5.276131821000245,37.5
19.36023082700009,5.326131821000246,37.5
19.36023082700009,5.3761318210002464,37.5
19.41023082700009,3.2761318210002166,37.0
19.41023082700009,3.3261318210002173,37.0
19.41023082700009,3.376131821000218,37.0
19.41023082700009,3.4261318210002187,37.0
19.41023082700009,3.4761318210002194,37.0
19.41023082700009,3.52613182100022,37.0
19.41023082700009,3.576131821000221,37.0
19.41023082700009,3.6261318210002216,37.25
19.41023082700009,3.6761318210002223,37.5
19.41023082700009,3.726131821000223,37.5
19.41023082700009,3.776131821000224,37.125
19.41023082700009,3.826131821000224,37.125
19.41023082700009,3.876131821000225,37.25
19.41023082700009,3.926131821000226,37.0
19.41023082700009,3.9761318210002266,37.0
19.41023082700009,4.026131821000227,37.0
19.41023082700009,4.076131821000228,37.0
19.41023082700009,4.126131821000229,37.0
19.41023082700009,4.176131821000229,37.0
19.41023082700009,4.22613182100023,37.0
19.41023082700009,4.276131821000231,37.0
19.41023082700009,4.326131821000232,37.0
19.41023082700009,4.376131821000232,37.0
19.41023082700009,4.426131821000233,37.0
19.41023082700009,4.476131821000234,37.0
19.41023082700009,4.526131821000234,37.0
19.41023082700009,4.576131821000235,37.0
19.41023082700009,4.626131821000236,37.0
19.41023082700009,4.6761318210002365,37.0
19.41023082700009,4.726131821000237,37.0
19.41023082700009,4.776131821000238,37.0
19.41023082700009,4.826131821000239,37.0
19.41023082700009,4.876131821000239,37.0
19.41023082700009,4.92613182100024,37.5
19.41023082700009,4.976131821000241,37.5
19.41023082700009,5.0261318210002415,37.5
19.41023082700009,5.076131821000242,37.5
19.41023082700009,5.126131821000243,37.5
19.41023082700009,5.176131821000244,37.5
19.41023082700009,5.226131821000244,37.5
19.41023082700009,5.276131821000245,37.5
19.41023082700009,5.326131821000246,37.5
19.41023082700009,5.3761318210002464,37.5
19.41023082700009,5.426131821000247,37.5
19.41023082700009,5.476131821000248,37.5
19.41023082700009,5.526131821000249,33.0
19.41023082700009,5.576131821000249,33.0
19.41023082700009,5.62613182100025,33.0
19.460230827000096,3.2761318210002166,37.0
19.460230827000096,3.3261318210002173,37.0
19.460230827000096,3.376131821000218,37.0
19.460230827000096,3.4261318210002187,37.0
19.460230827000096,3.4761318210002194,37.0
19.460230827000096,3.52613182100022,37.0
19.460230827000096,3.576131821000221,37.0
19.460230827000096,3.6261318210002216,37.0
19.460230827000096,3.6761318210002223,37.25
19.460230827000096,3.726131821000223,37.25
19.460230827000096,3.776131821000224,37.0
19.460230827000096,3.826131821000224,37.0
19.460230827000096,3.876131821000225,37.0
19.460230827000096,3.926131821000226,37.0
19.460230827000096,3.9761318210002266,37.0
19.460230827000096,4.026131821000227,37.0
19.460230827000096,4.076131821000228,37.0
19.460230827000096,4.126131821000229,37.0
19.460230827000096,4.176131821000229,37.0
19.460230827000096,4.22613182100023,37.0
19.460230827000096,4.276131821000231,37.0
19.460230827000096,4.326131821000232,37.0
19.460230827000096,4.376131821000232,37.0
19.460230827000096,4.426131821000233,37.0
19.460230827000096,4.476131821000234,37.0
19.460230827000096,4.526131821000234,37.0
19.460230827000096,4.576131821000235,37.0
19.460230827000096,4.626131821000236,37.0
19.460230827000096,4.6761318210002365,37.0
19.460230827000096,4.726131821000237,37.0
19.460230827000096,4.776131821000238,37.0
19.460230827000096,4.826131821000239,37.0
19.460230827000096,4.876131821000239,37.0
19.460230827000096,4.92613182100024,37.125
19.460230827000096,4.976131821000241,37.125
19.460230827000096,5.0261318210002415,37.125
19.460230827000096,5.076131821000242,37.125
19.460230827000096,5.126131821000243,37.25
19.460230827000096,5.176131821000244,37.5
19.460230827000096,5.226131821000244,37.5
19.460230827000096,5.276131821000245,37.0
19.460230827000096,5.326131821000246,37.0
19.460230827000096,5.3761318210002464,37.25
19.460230827000096,5.426131821000247,37.5
19.460230827000096,5.476131821000248,37.5
19.460230827000096,5.526131821000249,37.375
19.460230827000096,5.576131821000249,37.375
19.460230827000096,5.62613182100025,37.25
19.460230827000096,5.676131821000251,37.125
19.460230827000096,5.726131821000251,37.125
19.460230827000096,5.776131821000252,37.5
19.460230827000096,5.826131821000253,37.5
19.510230827000097,3.2761318210002166,37.0
19.510230827000097,3.3261318210002173,37.0
19.510230827000097,3.376131821000218,37.0
19.510230827000097,3.4261318210002187,37.0
19.510230827000097,3.4761318210002194,37.0
19.510230827000097,3.52613182100022,37.0
19.510230827000097,3.576131821000221,37.0
19.510230827000097,3.6261318210002216,37.0
19.510230827000097,3.6761318210002223,37.0
19.510230827000097,3.726131821000223,37.0
19.510230827000097,3.776131821000224,37.0
